,time,r10i1p1f2,r11i1p1f2,r12i1p1f2,r13i1p1f2,r14i1p1f2,r15i1p1f2,r16i1p1f2,r17i1p1f2,r18i1p1f2,r19i1p1f2,r1i1p1f2,r20i1p1f2,r21i1p1f2,r22i1p1f2,r23i1p1f2,r24i1p1f2,r25i1p1f2,r26i1p1f2,r27i1p1f2,r28i1p1f2,r2i1p1f2,r30i1p1f2,r3i1p1f2,r4i1p1f2,r5i1p1f2,r6i1p1f2,r7i1p1f2,r8i1p1f2,r9i1p1f2
10,1850-11-16,284.8394380739446,284.9967304999341,284.9169470795244,284.86664320741386,284.8395787708395,285.4040673442233,284.7028164386076,284.6397166659425,285.35176897231764,285.3280024582056,284.8082672141542,285.0130076572198,284.6590016480875,284.9421303531018,285.0288778976923,284.906728144435,285.15065901097216,284.9647924080868,284.8603519846312,285.0864385846022,284.8026493706018,284.85066984227694,284.58233717628565,285.06623482009746,285.0664122252557,284.4632602243163,284.74406119117367,285.17068767542236,284.8175650220205
11,1850-12-16,284.0823614909934,284.4952292597747,284.09263760518104,283.993136507336,284.385536274863,284.60073173641456,283.79891964886184,283.63358219556295,284.58473615439146,284.388666489892,284.06852682150134,284.1230990116606,283.75197174689936,284.0801953922668,284.2281761536886,284.00336240650114,284.3184454690666,284.32385810263196,284.20798773417533,284.17131833682475,283.8550752829886,284.23859996511914,283.87115918852624,284.10885258418364,284.3791757321297,283.86660397542187,284.13959007145075,284.39026552940044,284.1013656750335
12,1851-01-16,283.7692702182429,284.28454045796656,283.968527816388,283.77165745689945,284.04025157240426,284.49447803658035,283.74913636335856,283.74718007881535,284.50043462946684,284.4484992306793,283.8646002478906,283.7963448909548,283.62123551106987,283.8619772185648,283.83875393502205,283.873648567288,284.0410983202179,283.9931478834455,284.0333968143182,284.00825331393565,283.48944018446934,283.87582948212207,283.7231015194953,283.89320359582274,284.05206948536136,283.6140130315735,283.6609617903264,284.21809662817554,284.09086173385924
13,1851-02-15,283.95198075486763,284.47551543283083,284.2778095200259,283.8455294104966,284.3405148215679,284.4835153800856,284.0895906705461,284.1153140136347,284.7357094156191,284.70469234716467,284.29601668110945,284.31222220786964,283.8697054263046,284.2077551625668,284.09029211795826,284.145715499937,284.59283899442903,284.2607658226466,284.26644920119253,284.26823801462814,283.9930931751263,284.2404668090039,284.00922619281204,284.26421809343395,284.3946449505146,283.9190643218329,284.1000039578558,284.3303994916641,284.1143350137309
14,1851-03-16,284.7743120403299,285.1190951291169,284.8665723437808,284.6577694720565,284.97350353046215,285.19645468659405,284.882911314725,284.77395842303923,285.25585691030625,285.2455842783208,285.13124978672226,284.9201377295796,284.7052849165556,284.9896519221052,284.7304994877724,284.89420012067563,285.11812423496895,285.182345377874,285.01533061578397,284.9185354046449,284.76709296033977,285.20213187576775,284.6088502867332,285.16771013939893,284.9933076488534,284.5880435436722,284.66950591538034,285.0913421622646,284.9889774287996
15,1851-04-16,285.7719817188583,285.95449885522817,285.8701716725529,285.6497530488499,285.6101220297119,286.1204949512406,285.7719313698271,285.77829054516235,286.32356050727594,286.24940633143217,285.92146142718957,286.01227376155055,285.92078101449465,285.81033878820887,285.6644905395335,285.8792327444339,285.9427200304418,286.079607824763,286.07577618833756,285.95973371274135,285.72108662639823,285.9281373370654,285.5017249418076,286.04128593470006,285.8118357074724,285.48802301539246,285.7399107828106,286.0249144280678,285.8600770584944
16,1851-05-16,286.62874174815545,287.0511154555142,286.6666340533741,286.72753257738276,286.74068167776636,287.00853340789405,286.56111576958136,286.79472771312487,287.21902610867704,287.1368740678365,286.699289877939,286.8452678048276,286.6972586444989,286.6210100011641,286.53095532011963,286.8131580999508,286.9401541642603,286.6700301349786,286.93482822628476,286.9177745393845,286.49876184626487,286.8713529854695,286.3247924160818,286.97779367121234,286.75679270902697,286.4362888628765,286.7379446150455,287.0118906103956,286.78029606286003
17,1851-06-16,287.4543818044831,287.9038242092973,287.6147691155676,287.4557080778988,287.6506164915693,287.84425880327615,287.53908938728625,287.6656983102475,288.020445626584,288.05305994294423,287.56789825782016,287.7240213890662,287.54120234932515,287.4164659728655,287.30610861359787,287.65678299656037,287.8988718629488,287.6171718921747,287.8642948477793,287.8738365502194,287.5176803715612,287.8597312624485,287.25789369069173,287.8720367705265,287.7515303246914,287.35014255316196,287.61503991034596,287.9519689132811,287.8209301061955
18,1851-07-16,287.87004698805157,288.1864675144584,288.0642928285159,287.87949909183567,288.12332597636504,288.28808440297814,287.8878175271477,288.128714138002,288.5070149645494,288.5369319123301,287.98775124548706,288.13932574822337,287.9316928356191,288.0277649649192,287.97505333027806,288.0984714960739,288.35603165430166,288.14564321857114,288.31499957061374,288.06339205965804,287.9041361245834,288.23820683190604,287.73408357709945,288.3523453269309,288.0979054357715,287.6202217502753,288.1361962239401,288.3003790432536,288.18814753897306
19,1851-08-16,287.6877859857275,288.1981619871329,287.70227627825375,287.78850901071127,287.91198860183044,288.17467726709856,287.8788072709775,288.02980910971587,288.3437096119023,288.387571682621,287.9924046031233,288.0134355636566,287.8531581733166,287.9464220968893,287.9253656876354,287.9185005837146,288.286109854613,287.9172299846405,288.20383315203685,288.0324236454658,287.8422935333049,288.0558968233923,287.70088360023493,288.04715761640364,288.02376438082587,287.4588685906678,287.82579448916675,288.11519033737414,288.0310293405406
20,1851-09-16,287.16237257974586,287.3478535449274,287.1999627034962,287.018707716794,287.38520941560523,287.41620953839504,287.19127033245786,287.2603475731939,287.69107008582495,287.3903597359064,287.3171779529956,287.24778655374604,287.02145642018786,287.2438903954708,287.00561211183,287.27469748151316,287.50368460767453,287.2681397833408,287.46855849202626,287.43203735204844,287.0731907547768,287.32754075136586,287.0633155695321,287.3621804799596,287.32865980873675,286.9089129707614,287.01363133485677,287.4165934746166,287.2768727747951
21,1851-10-16,286.0552935820202,286.3074742678302,286.0483386506113,285.81480184814495,286.20091754988516,286.3635932369574,286.0525689235888,286.0955677399066,286.4691875318262,286.39154491871636,286.1735647272556,286.013152420345,285.9602888244374,286.1544376678402,286.0452747203985,286.3437518659449,286.4518818342321,286.3221352102087,286.1613178214334,286.39972586632837,285.97365877786035,286.20992473495903,285.72129476415773,286.2036159744457,286.2306598988542,285.7292639928848,285.8522763590473,286.1027308777785,286.0968301421502
22,1851-11-16,284.85316757924477,285.1935248439954,284.6963458053451,284.8691132802492,285.08810853713584,285.2425150928307,284.85082785357224,284.86947194965177,285.11958739348887,285.3333632874366,284.9681282047813,284.9042779609504,284.75551642318874,284.9706847423903,284.7830929832247,285.01764719169114,285.22379662029044,284.98153961358145,284.9651706007697,285.2546626717207,284.7443010782537,284.89625158230615,284.5105881153571,284.9406398486512,285.1636535711988,284.52524410518004,284.62909084212663,285.06992213910365,284.8588579259136
23,1851-12-16,284.0834932764834,284.37158790451616,283.7655265592024,284.03338260845317,284.39790843468506,284.30033901459745,284.11572350308336,284.02478777765873,284.3997245578836,284.4750773501784,284.39272336702254,284.17617734305435,284.0175196405904,284.19153999377954,283.9368153365308,284.3791343174727,284.4066884708913,284.2619659078861,284.1536719694716,284.4400470700178,283.9395109153986,284.16888415002654,283.9712855532815,284.18279263624544,284.0697363868857,283.6006699809473,284.0108148145958,284.09464612070065,284.11121904603027
24,1852-01-16,283.6849937083331,284.1503509467097,284.0498791426337,283.7830075942818,284.0735878436758,284.26297575981397,283.83117396541206,283.7756780818208,284.3504407928881,284.3315285956655,283.965588682996,283.8567691502132,283.7122729549693,284.0369976518957,283.79197692932905,284.3043950560607,284.27965901440353,283.96194415090326,284.16581273652884,284.22532696606095,283.65627989012853,284.0023016932042,283.9550650784548,284.0108097895042,283.96206293041274,283.67041564388546,283.5127738674325,283.78177907040885,283.98000271413486
25,1852-02-15,283.93791295885507,284.56533738346593,284.2571725781907,284.22796602966116,284.46183094808293,284.4470576940359,284.10698001506626,284.11879264184034,284.5212436577634,284.7590017243698,284.524964067662,284.343445894028,284.1430834957377,284.3163257917113,284.155445851777,284.4574406154677,284.81403989223617,284.3039197547916,284.3350084088852,284.6357070259961,283.9465619668892,284.4675404340796,284.04640907144477,284.2695694447592,284.2334695090175,284.0034605298546,284.0485687662602,284.45585307753754,284.3304641108164
26,1852-03-16,284.8571482341538,285.2862246470046,285.0786929770198,284.8272912997956,285.24515841940695,285.2155663864239,284.93728835941823,284.95594580477604,285.2129104608856,285.13451973845685,284.9862964178365,285.1801701065334,284.63400003631415,284.86189098511295,284.9795482473581,284.8949972666612,285.2841955939341,284.8570793802974,285.25019855347216,285.0449786302022,284.69786572876814,284.9924704753082,284.9462269088472,284.816177422647,285.01509162338704,284.57085171716403,284.80301863137925,285.1490799708266,285.16556613205944
27,1852-04-16,285.96094547877027,286.1490921013406,286.0373205034421,285.9032710777209,286.1987803664685,286.11818281985927,285.7134545926776,285.94195736894386,286.2800603706329,286.12677276621287,285.778665662129,286.1611696574584,285.64131083701034,285.92603906719523,285.79002989345906,286.0245024378298,286.09693791686306,285.8807465811912,286.1352148972523,286.0081766669647,285.7397654636392,286.0140422692755,285.6288096449887,285.83241432260905,286.032196535315,285.44690957394295,285.8852323241739,285.9199050367157,286.1325485168142
28,1852-05-16,286.7741751527795,286.9759281323743,287.0016747573541,286.8681960240703,287.1626889322928,287.01267796696925,286.66735214370334,286.84606843835894,287.1524555603394,287.19190447078023,286.85877427395206,286.9824477814088,286.61900882422003,286.81166190507884,286.66769428558325,286.9301670953545,286.8602884883336,287.0204125429584,286.9919322242737,287.19102428291035,286.5905123364678,286.94814425299734,286.55864164843706,286.7830627634907,286.80487361407336,286.4861254962637,286.7506815220291,286.82623701318846,286.991718503563
29,1852-06-16,287.5181337802726,287.9668970507303,287.9839912163073,287.7042758176731,287.9189571569284,287.87095250669864,287.68813685844333,287.81463941148587,288.1342003603064,288.0267740345203,287.7382306862531,287.9147537385682,287.49021966377325,287.69643939882883,287.5071315119997,287.7860710586977,287.9458257916525,287.9551685178304,287.7490972467294,287.9840303608071,287.4731869930728,287.918076653078,287.50097199203674,287.6949955519279,287.7374349668805,287.2890417463909,287.65362645614533,287.7483582863216,287.84491315072216
30,1852-07-16,288.1089002417509,288.3905551295653,288.354921393525,288.1168034578908,288.38195135607106,288.26220913259147,288.2309217950125,288.149463876349,288.4535838118466,288.38719711691317,288.1234705662532,288.4142427560814,287.8071472355191,288.07840594259807,288.0535641423015,288.16805931067887,288.35945475859415,288.40531810073406,288.26053628528047,288.35473822572004,287.8572332005203,288.4086618066358,287.91505401108964,288.12488466850266,288.2067484150253,287.94703000888546,288.13115959365,288.17042739670563,288.1091985293676
31,1852-08-16,287.95986741569806,288.1228783999567,288.1688399688194,288.0326877238566,288.08870497072894,288.1031558169991,287.9343832365479,287.8946858822619,288.30518347372276,288.2569865445105,287.8684601313267,288.22626026245166,287.8479638956709,287.9567194227578,288.0562616066166,288.0508966102569,288.15032513716386,288.22652271898323,288.22292808047814,288.29367241634526,287.8436332046758,288.2235197182035,287.8364352864575,287.985290940693,288.0840938292681,287.6992187669946,287.80864046665874,287.9070767080373,287.88554911657576
32,1852-09-16,287.32530210906305,287.44461850714873,287.41507450086067,287.1701642527745,287.37524562204396,287.20936450215066,287.327803374022,287.2562055568788,287.3513891896116,287.4186839677629,287.17074097144655,287.4411643081545,287.0359594215602,287.2227433092653,287.19150786472,287.2076788697581,287.4127335351583,287.41668538517047,287.46280024627913,287.4240823447403,287.0205907019676,287.4077617478876,287.07119640617293,287.18569463186356,287.32079903984874,286.88012206136676,287.04615186228926,287.29418678898867,287.21245197940175
33,1852-10-16,286.1241263720787,286.28903106840903,286.2093287337654,286.1080240190921,286.149021716353,286.2289164257155,286.0474442487978,286.1133166437971,286.27682746674833,286.34082092126164,286.01574881008304,286.2490415659358,285.963743738468,285.9257392718811,286.02839865542984,286.0880197337349,286.1463051635411,286.26741565983866,286.2227007266065,286.46477743054436,285.8974323752818,286.1038506572353,285.9412395284105,286.0433778455251,286.2616590448941,285.70616976895957,285.85790509250455,286.17742542538525,285.8612782521139
34,1852-11-16,285.0290793928359,285.0482292989494,284.8942328970267,284.73587735810844,284.8846112207367,285.2099864862545,284.90563116480547,284.8649121243801,285.09880918865474,285.19250367075483,284.96093311524174,285.17734339496167,284.6310435099657,284.8067585440481,284.9492503618145,284.83211741092293,284.89751741256595,285.046193974674,284.98714661971155,285.30658433521205,284.61907684722263,285.0124400379868,284.85940797556214,284.84231826471733,285.2332727249965,284.5697048215863,284.5623079768175,285.0148505307144,284.85597696225506
35,1852-12-16,284.03335343121205,284.276753492141,283.96311141480754,284.0399946942024,284.4366025685956,284.5899663637826,283.9421568779053,283.9488263446622,284.2335494215613,284.25898623283706,284.0615022479093,284.09664430357725,283.6907960917571,283.9013597506594,284.22611674994914,284.00075149811875,284.07449581165974,284.448815850266,284.4223224070161,284.54907689955184,283.95813026567305,284.05552967870943,284.0081342555171,284.0278571923705,284.44189774876537,284.0485687396411,283.7738576906505,284.1943069865969,283.9149546284003
36,1853-01-16,284.10545377530434,283.9432316434568,284.20979163221597,284.0710451772986,284.4317631738179,284.1835254514301,283.8331907316643,283.98566537858187,284.34186731186935,284.1576098497765,284.01900722586646,284.012384372531,283.54444534272494,283.8320198899574,284.08480808924986,283.99989457674945,284.1367497057327,284.19994230300614,284.3612924532499,284.2061019015133,283.78103386915325,283.9921472916624,283.83405694086355,283.8869584083394,284.3958107294986,283.7305260504929,283.6012707281163,283.85816199573486,283.9736254157984
37,1853-02-15,284.341500971605,284.4225932873014,284.37706737515947,284.4620455745257,284.5766697488759,284.39490771755504,284.3050512887323,284.3192267374353,284.47793623407995,284.40951316743593,284.4377828984933,284.3298140687553,284.08621167053343,284.02253039759887,284.4312446785388,284.520449146246,284.48507831740955,284.62895129667857,284.83575815816346,284.70200448685137,284.2096173595023,284.2181382439545,284.1919208259533,284.17666627348905,284.57424710845356,284.08194699454276,283.8393125590183,284.31710823602714,284.14818916042583
38,1853-03-16,284.9571115296822,284.9445124394288,284.9935892043501,285.0715878852502,285.0846523818929,285.02877318622046,284.78528830551943,284.9651516278628,284.93800715015885,285.1410123938439,285.13394451320875,285.1305497336955,284.6564646798896,285.0527157158855,285.2579465966749,285.1704524796793,284.99086872624196,285.2765432531191,285.4318907955831,285.1516652467274,284.7401111649426,284.79635077723503,284.99647702915576,284.9258943037051,285.15207417660275,284.73742120172193,284.49245852471205,285.02827080429427,285.0334628718111
39,1853-04-16,286.0935373355707,286.0793651545759,286.11014088748044,285.92920506383484,286.05428760153734,286.0801791589404,285.7934439034904,286.09468039167376,285.9782239430923,286.2788552808338,285.834021103733,285.94499893845204,285.5749844662718,285.8951621465141,286.1919665826813,286.1202432528062,286.1882909065064,286.3010403034988,286.17422806411685,286.3221693991284,285.8261311864758,285.9443669115808,285.86789345444964,285.81786815718027,286.24842529384506,285.8452405272197,285.51221970879635,285.90032161975637,285.8926495831957
40,1853-05-16,286.9738047346253,286.8613905692184,286.9815004041355,286.8901828321237,286.91627321923244,286.98346543602963,286.7676929240444,286.88045116573704,286.93797664721694,287.2595163026402,286.92252161122775,286.99794316212063,286.5672376085541,286.81921447984917,287.24737855256313,286.88419698525354,286.99029137554464,287.2220181940269,287.24339049663496,287.1004594175445,286.7355154948797,286.9441021645083,286.8231935898742,286.73739042310984,287.2737422939666,286.65653092058614,286.3924094008021,286.81233285386446,286.61504744519067
41,1853-06-16,287.80620286386977,287.65628886998326,287.74594714121946,287.76435664251983,287.74984089724944,287.81839114865045,287.6894695238146,287.8510008847058,287.8912870313948,288.05682486929373,287.68969138886666,287.80198512100577,287.32200939646566,287.73251899521597,287.9781657016651,287.6585455081795,287.9080425161372,288.00325544496235,288.03139888002903,287.99108483853,287.5593810589211,287.65302293986844,287.72741897375624,287.68845585510934,288.09864172681137,287.48957894750436,287.2720684561341,287.68232566584106,287.47017216983
42,1853-07-16,288.2153525492277,288.19583644592177,288.18914421002603,288.0761805567115,288.0520784271425,288.3863067993303,288.0172692721232,288.2253936777193,288.34789688820837,288.4374212328941,288.148050452446,288.2830559799101,287.7899191086475,287.99766222220313,288.22756350406854,288.12232047102634,288.32696681145336,288.2801783473812,288.35293670703,288.5294822350426,287.9722862121562,288.05796132021646,288.04684113422195,288.0547825569078,288.3170277950566,287.92285415107665,287.99689357724446,288.06344426874654,287.9124146253175
43,1853-08-16,288.04201191643085,287.979059423211,288.01053135743047,287.8392836294464,287.8756788602088,288.2205059890841,287.9456817283753,288.01594261296304,288.25816968579323,288.16959698603085,287.92331956225087,288.2629126469903,287.6432194512814,287.8083421559616,288.1023744197405,287.85254192629986,288.06701196998597,288.2231209737041,288.1223924464043,288.1762662585581,287.97062768195485,287.94257593372663,287.918002306464,287.9531364187291,288.19105791380593,287.78476255214144,287.6419810073537,287.9867352876926,287.8965675662962
44,1853-09-16,287.2134824459546,287.4506250373973,287.2669452507767,287.1306422117444,287.3300021754572,287.54034777141425,287.2484901412972,287.15129587433796,287.63089242652967,287.3832551654738,287.106227012549,287.49779501900287,286.9841318252445,287.0495998852598,287.3242307088812,287.2624196272098,287.5087090617096,287.40927893807435,287.25796263845973,287.54596141968506,287.11489003846475,287.14663355137344,287.0910873493305,287.086753976395,287.43858697311464,286.98513241967487,286.9438671252787,287.2406319513876,287.06989576211765
45,1853-10-16,286.0981542574998,286.3437780056111,286.0074184347323,286.0186102756693,286.0892417371489,286.47170198485514,286.1830991139039,286.03274694447424,286.4171830376549,286.36568834270366,286.02720294858926,286.32910303319676,285.84327004924216,285.94917405528815,286.1999346342396,286.18945350665734,286.23512698356984,286.17066073698874,286.1536334473674,286.3187550721032,286.01055599709923,286.1215915335912,285.9190742607629,285.8198826447097,286.24829632041286,285.80661895598433,285.8026323698598,286.16026091953916,286.0837234456896
46,1853-11-16,284.9955238111881,285.00615984397393,284.79816914860714,284.69204956341247,284.9193769443524,285.32649735913606,284.8669202618792,284.7285795974929,285.3434093190858,285.40375095364317,284.91673848783563,285.062171879221,284.65718372313705,284.577731706876,285.0857533761497,285.01610323197406,285.1292117876278,285.03670417415816,284.87690197657565,285.0521790264043,284.9477677986476,284.9406597477441,284.64914185445696,284.6456137349628,285.05675024796506,284.51625215330483,284.70632491579397,285.0896262433296,284.8244193784619
47,1853-12-16,284.154336912077,284.28512506775394,284.0162990690219,284.05358690228053,284.09309030910714,284.3985249645229,284.1910865756316,284.0335635941061,284.3901355683315,284.61570921928416,284.03455225501654,284.27772256360197,283.8861119898882,283.93759897804836,284.2022969904531,284.32140317883636,284.3747169209305,284.03914001122774,284.20959521530455,284.1480964872695,284.16108853256384,284.10593964721687,283.8345200978045,284.08927329952144,284.30417985871935,283.7763952692416,283.8511544776014,284.2947645277884,284.0667620141685
48,1854-01-16,284.1304553879916,284.30904421895644,283.866146522435,284.0303107762824,283.8904523793845,284.3349527839275,284.0761313845944,283.65601181437574,284.4331576508907,284.34670171263264,283.812440213902,284.0546831934335,283.8065913944644,283.8955898612533,284.3000009722662,284.1304342648879,284.34966078448844,284.04303213845765,283.8172374856569,283.92421958385233,284.09254689575386,284.0975999539562,283.711308875469,283.9987945735221,283.8387945051834,283.4946718283577,283.62234186152193,284.47123730362875,284.1025661354978
49,1854-02-15,284.48310009550073,284.58605990600256,283.9556359123133,284.50885640572176,284.33425513390165,284.5279232603559,284.1995780068181,283.9387262684425,284.49902367562805,284.32726974491146,284.2466341114836,284.4961332330496,284.12167493681955,284.1696315505802,284.24818275790835,284.2912342383363,284.5745643115314,284.1107455898472,284.1925656832911,284.2160027984885,284.2758203145007,284.2616708857246,283.8778666126104,284.0120679729491,284.52790362947536,283.85485626105907,283.89858171419417,284.6363902131712,284.2028609605234
50,1854-03-16,285.0661938446099,285.0548491404873,284.5037851287267,285.1443350627555,285.1207336910768,284.89099060394943,284.9521913425127,284.63261930719773,285.20408345146024,285.13120070149813,285.0294574652395,284.95357202839756,284.7063876414942,284.7848926325504,284.85554053303554,285.02433343743496,285.37579733281467,284.76411243538377,284.8957218857124,285.0096944843274,285.18687008130826,285.0798765509459,284.61971352591104,284.75557647927076,285.0278973297634,284.5298900917144,284.7341999091424,285.20254799884407,284.9739326066097
51,1854-04-16,285.9622770744531,286.00417536541295,285.53829697737706,285.95946435373946,286.10414388315195,285.96481734819434,285.9885857800155,285.62353818818326,286.28476055015176,286.18580371702217,285.8609724626336,285.95742282964375,285.6807581772512,285.8114530785479,285.8357885712722,286.1067577335332,286.2062611043482,285.8696771122145,285.99036476011554,286.0702170768009,286.1330471136093,286.0156584390415,285.6555468124216,285.9072780810815,286.0704972764323,285.46680020714416,285.63964589530406,286.1641055921529,285.9836846841785
52,1854-05-16,286.9925731073898,286.9462290550502,286.70419473217305,287.0180150309328,287.0679276327861,286.91166233691615,286.86002331048917,286.6940142428034,287.18912784962225,287.0393636325788,286.9773310939368,286.8766251808573,286.6815363847579,286.59454787075276,286.7673207962538,286.92387465182503,287.1065867764888,286.66830727756457,286.7936013998525,286.8928138419328,287.03931408275537,286.7748664954419,286.4674120533432,286.84087440669737,286.91498820369407,286.4836132437561,286.4140984931266,287.12667356998764,286.7496669001317
53,1854-06-16,287.7398927145976,287.9306591376015,287.43607189329845,287.7628531129818,287.94177651019123,287.7356805023924,287.8241792740877,287.7034277481245,288.02286109385693,287.73668386735585,287.69576386692665,287.90169553403075,287.6027094350492,287.40454828109694,287.67838422674237,287.9794427480641,288.07509021994593,287.56162776512195,287.60485395488024,287.83165412010106,287.947123299485,287.5637237039573,287.3883706764065,287.66795533769454,287.86800606032125,287.53383895569493,287.2623247663494,287.84644731910515,287.5053021354332
54,1854-07-16,288.0591458328699,288.3069652661722,288.10705613387313,288.23067376005145,288.2586326213258,288.1636700616645,288.1405217521536,288.12892787663174,288.4045829726782,288.2192060368458,288.1477754979949,288.2038328059599,288.0437158686178,287.9977642676927,288.1039998127631,288.33303446051485,288.4562466293563,288.10312645182694,287.98016623625637,288.14748281343697,288.20174487988663,288.0327114519906,287.78675827522727,288.15528925955107,288.2975518703771,287.86017875849427,287.7078077251221,288.2520798649515,288.1006428538594
55,1854-08-16,287.9428273799907,288.169641341027,287.9666993975917,288.0327481515663,288.1010993666045,288.16244826706406,287.9687567078569,287.9183209337711,288.22660751335513,288.08833055260976,287.9744061502521,288.08677855591685,287.8057374098152,287.93541622531814,287.95251123613536,288.10054749371926,288.2883691720553,287.9389710839716,287.8533821067499,287.9904939116377,288.059279427431,287.9370943322646,287.4924775447377,287.91339969236975,288.0800229393388,287.63723194550136,287.63286292568097,288.0088502058218,287.90005934206243
