,time,r10i1p1f1,r11i1p1f1,r12i1p1f1,r13i1p1f1,r14i1p1f1,r15i1p1f1,r16i1p1f1,r17i1p1f1,r18i1p1f1,r19i1p1f1,r1i1p1f1,r20i1p1f1,r21i1p1f1,r22i1p1f1,r23i1p1f1,r24i1p1f1,r25i1p1f1,r26i1p1f1,r27i1p1f1,r28i1p1f1,r29i1p1f1,r2i1p1f1,r30i1p1f1,r3i1p1f1,r4i1p1f1,r5i1p1f1,r6i1p1f1,r7i1p1f1,r8i1p1f1,r9i1p1f1
10,1850-11-16,284.48736868432684,284.4700446587197,284.59509567491114,284.6488207708867,284.5787334007789,284.6409289463186,284.46112912296974,284.64342945352917,284.69984913552014,284.7039775229358,284.6090231757097,284.5458675219293,284.54451734882883,284.63314427752397,284.65878989014897,284.6043178287236,284.4180663474199,284.5878318168435,284.7491307306054,284.70470118637013,284.6260997638715,284.70328277398676,284.4027582684724,284.5107826403824,284.6244120229995,284.45978372054606,284.5512842939652,284.52625028171633,284.59106237047916,284.4110482144843
11,1850-12-16,283.9748986496006,283.93950033756374,283.87067882909145,284.06516097027077,284.3693346346654,284.11080813714096,283.8518137863413,283.9737599251372,283.91129738520374,284.12373007318655,283.7658790073378,283.8993761648676,283.9950611330005,284.0515407168681,283.7812554602493,283.92604668352067,283.8097327465104,284.0463541808213,283.84617691699356,284.1214672993869,284.0997910851637,284.0324741459608,283.8405679852543,284.0317703391502,283.8496060666267,284.1364787758111,284.1967826385162,284.12140972282936,283.7685205932914,283.8819527504982
12,1851-01-16,283.9822487002408,283.7148609197317,283.9267679128407,283.85996546239494,283.8409167913241,283.7135776907719,283.7346318201777,283.6853482844629,283.9554104239696,283.8602673119008,283.9562632516814,283.83134806038123,284.0346973227288,283.8400574504677,283.7261224910837,283.66604684400426,283.9058956949201,284.0762787618428,283.69933957240323,283.534816068843,283.9534380157772,283.8315881483154,283.8623687227201,284.1185402114984,283.98171615388145,283.92881204771163,283.8750067463746,284.045008385041,283.75822602883153,283.69812919745067
13,1851-02-15,283.8871556938533,283.8104624499743,284.17769314128117,284.11385658612534,284.09665700206745,284.0615971029557,283.96083617394345,283.96660708042737,283.85542071860516,284.06730193324745,283.75141417409264,283.812469964482,284.16817522265103,283.816900753962,283.90369962493816,283.96622058561525,284.1012401296554,284.2353613056488,283.8111602974276,284.1337495996744,283.9908719132785,283.9785146960453,283.86559498724546,284.0396111297626,284.09667423896565,284.05866527817057,283.8933833956415,283.9935350863827,283.7400366690241,283.92355556598767
14,1851-03-16,284.78747527911423,284.28864991880397,284.64037687884274,284.3509968737651,284.6297940160747,284.79433373883546,284.4939861224543,284.6555148686422,284.49280710759183,284.55210890805046,284.6974122479042,284.62102711119803,284.67275709760656,284.53528478249257,284.4893761282736,284.5073997448823,284.5357801260495,284.84078572083564,284.6108806701596,284.63155864727946,284.51757684913434,284.62362963485964,284.3253701933828,284.67346379081135,284.8051480687332,284.52370688755246,284.5970087244479,284.5558381679535,284.4621990927073,284.66777869637997
15,1851-04-16,285.504622849321,285.47227107285056,285.3924939276604,285.47035056680403,285.4006328105746,285.6850980101275,285.3125066442784,285.74746600210517,285.5770490503511,285.6724411340428,285.5321569952744,285.44945445559773,285.5863242051015,285.63233175585594,285.4544536173183,285.4022088009699,285.61636183152103,285.58204949745203,285.43802201810615,285.4307773687356,285.4356858049817,285.4896016744988,285.5532539492901,285.68313841924584,285.5952761723468,285.4919162877808,285.55977069580035,285.6608500786951,285.5819726675046,285.60745311195876
16,1851-05-16,286.3007033314291,286.4178316911177,286.40660219905163,286.3068791915114,286.4140245722416,286.3942741780705,286.4200978930461,286.5802440007866,286.3253810431145,286.48792901268513,286.4622972517277,286.4480541657312,286.33438112175907,286.6621911101768,286.5383781089237,286.2404140235888,286.50477635255237,286.52876521165894,286.5853835203083,286.38328726471866,286.4131226720597,286.6009091411043,286.4026040143551,286.5662538097841,286.4278949282256,286.47533777117445,286.40078126909594,286.47678189189725,286.45457796455037,286.4128406341189
17,1851-06-16,286.96762085419954,287.0680592003444,287.03696673002025,286.94783050755325,287.02073334964587,287.0736333976173,287.1951638110936,287.29001262774364,287.09113026600227,287.22014111493445,287.225701177232,287.0152685110117,287.2456388014437,287.2911301707511,287.1887945357897,286.9361574457439,287.0745615149692,287.2531566707036,287.1427403674132,287.10247182221764,287.03115152107586,287.20968521016886,287.08039340973033,287.1189379779277,287.0288497458509,287.1166682306985,287.10285327066447,287.05294141925856,287.11684661978944,287.02654378105404
18,1851-07-16,287.3181912689873,287.4187308816535,287.6105146464615,287.48171974054986,287.2749405915204,287.5275420306502,287.5795938125242,287.5002612742065,287.5771901781069,287.50310036590736,287.60127994146427,287.40898409621155,287.5281050999998,287.5095814463816,287.51801818626535,287.48877026574905,287.60623577780467,287.5740728593968,287.53063700688034,287.37139525212467,287.3730730881218,287.5677936112278,287.63260333921437,287.507267160459,287.48267911648054,287.4848079246369,287.61880143983257,287.6524932273911,287.3893659597453,287.45421912745803
19,1851-08-16,287.4641952646421,287.48873133218353,287.4571409994135,287.31479623013985,287.3476946146901,287.3465322429398,287.50880728915183,287.42088046446696,287.43854707273596,287.4872761564506,287.27234482986785,287.4353167350903,287.3544713345542,287.52219374358776,287.3154419334116,287.2768649535091,287.38537781432547,287.45561870746246,287.2991113051952,287.28210505061475,287.36168103642706,287.486811457889,287.4909961896198,287.39387573973704,287.40475172230543,287.4446250148824,287.31425993776037,287.42410332946736,287.43268616012705,287.4399953302559
20,1851-09-16,286.7660109914826,286.7327925616056,286.7993339681737,286.56556060816996,286.67633628616863,286.74951882855976,286.819682263125,286.79642866039177,286.687854734319,286.7396029846011,286.63658756410535,286.73684032912405,286.94051107718167,286.76534949187646,286.6436491229252,286.69381060547965,286.81111308116994,286.62415600116486,286.6180528958137,286.61324017637276,286.6514781066759,286.79747887310265,286.79029910854,286.71780518214973,286.6206542596532,286.7524904744119,286.63638225295176,286.66212391250974,286.61632597187685,286.812832044639
21,1851-10-16,285.50037044722023,285.74370594655096,285.83673584459046,285.66315665810157,285.56809094412006,285.585325768526,285.6902699388695,285.75571201358946,285.58765815702424,285.7286717580219,285.6580525910522,285.53340332533656,285.78243636239364,285.72805783540247,285.5616874659078,285.7205824216379,285.7801242580174,285.7672062239365,285.5931234422643,285.50504932828045,285.63232310337247,285.6318844340693,285.6146568906466,285.6914920397056,285.6576186018714,285.7076143502704,285.72403293814347,285.5349545705864,285.48400612188226,285.7451067993884
22,1851-11-16,284.4353670386876,284.61827417427793,284.79170257874557,284.78025344932746,284.65972670363436,284.65360177538,284.6540951538903,284.84740656240325,284.68202942672264,284.85978911642,284.6534680364378,284.475719064808,284.63865021743146,284.8948062400984,284.4281797941916,284.7600819880025,284.76180342633955,284.62564504563244,284.675072756226,284.559588198835,284.82867543574224,284.69933785224026,284.64900398797676,284.7166483151385,284.58665937439133,284.5932766121545,284.64042915311734,284.61105292504914,284.6640174545777,284.69947878274303
23,1851-12-16,284.104071888951,284.17552456231516,284.3697763849054,284.28809241362745,284.13627949870494,284.19020535348,284.077973060425,284.25395648530855,284.150105335614,284.1637817301664,283.9538984599243,284.03568439649297,284.4111964898797,284.16020058916894,283.80195014367587,284.03379667393176,284.14548872579456,284.0483256801747,283.83190770620445,283.9796704726683,284.0901145263763,284.2005277177217,284.2718673690668,284.185076697171,284.0211614357531,284.17040503300944,283.99366622120004,283.9118772523642,284.10701436132337,284.1610157574557
24,1852-01-16,284.08574428405024,283.78105064665783,284.1191349201428,283.962114368164,283.75783944826577,283.88806871941335,283.9455851752121,284.00088935925555,283.969483579123,283.9284028717573,283.82776970739155,284.07733616998837,284.08514329146936,283.9752117026936,283.6933937417593,283.7394733173819,284.0775287080524,284.0177669469766,283.8229243938355,284.02571548067556,283.8348261254242,283.97569895552544,283.96756306398464,284.0011214129256,283.63889114829465,284.0914919656633,283.9626707178758,283.8905067877906,283.8336664346979,283.9790324597536
25,1852-02-15,283.91451212195136,283.88435390312907,284.0819066067358,283.9150390048192,283.9140130697613,284.0542039934481,284.23718570335427,284.20305379932205,284.11422173669234,284.2357333063832,284.0616779443434,284.30743620120177,284.15145252365477,283.8016230883967,283.92553584964327,283.9307884362848,284.32928847263554,284.06625188416825,284.00127071935987,284.11878564765976,284.1499819674365,284.40587933148817,283.9652119030809,284.33065444475665,283.89724126832095,284.2542483826055,283.88906905125265,284.0039914289136,283.82732599805615,284.45663657777885
26,1852-03-16,284.5413075946629,284.5557733645158,284.65200290565537,284.3585694684933,284.45363724046456,284.6392337167325,284.6464921804111,284.63999649536714,284.4809267155104,284.8338873442551,284.4600629105271,284.7026619666429,284.74296044706534,284.6181759588783,284.7261041227013,284.49860944829027,284.8457981353236,284.63683050960464,284.6598311711967,284.68857646754554,284.76736660991804,285.0580298268414,284.83843839527435,284.757808423233,284.8085167106358,284.4979800487008,284.5152262925609,284.62706207737773,284.63514892305136,284.82276780667274
27,1852-04-16,285.47956060563143,285.516279244873,285.6873764443101,285.4635292574849,285.44418117223694,285.746033829849,285.5171028589423,285.53076892314436,285.518851748512,285.34433933628213,285.4948783708862,285.640777974077,285.6779041400408,285.701071286146,285.68585210030426,285.41047085834055,285.6821759005952,285.2398209631111,285.5424483682478,285.4733132535179,285.7084789158344,285.73139874645926,285.53583078150547,285.6798880112885,285.57646820682277,285.36285081182984,285.38632175712394,285.5223489025141,285.62212336403365,285.6773158167454
28,1852-05-16,286.3685199308856,286.27964671145344,286.58506019421804,286.4462913439985,286.49558277605513,286.5855679788742,286.3855090526736,286.6020323967922,286.5074896473925,286.28157772727366,286.3347611887138,286.50069757482373,286.60896265285226,286.5305098780634,286.69258317226934,286.49944611740733,286.5050734568324,286.250898126306,286.5699217320267,286.42342553603487,286.52264658271565,286.6460355801017,286.5097139421092,286.6558745604582,286.4390630878607,286.29151406916685,286.36499595369787,286.326869436751,286.4167840200308,286.5495776374637
29,1852-06-16,287.09717354371116,287.037217198054,286.9066991921771,287.1233964914262,287.1799385362116,287.2030951801403,287.09681755361515,287.28339964024667,287.20932297987406,287.0766492563688,287.0931717435774,287.11609111849555,287.1446077673144,287.1285294224421,287.3158926406514,287.10557204629424,287.0687389703644,287.0366012815432,287.03455380110853,287.04481669126903,287.20535974450536,287.20457684098307,287.12689033387426,287.2008207309117,286.9899048129566,287.09783383426935,287.0803534327265,286.933105654398,287.155189226447,287.20044207912645
30,1852-07-16,287.70570077130844,287.439384407916,287.41650752681903,287.41580872232413,287.44401796072304,287.6032652437585,287.43293549218777,287.6407719902139,287.5985324899831,287.36613472487664,287.3040807808736,287.45881230753207,287.7356798316125,287.4560731904906,287.5082204899214,287.3035245811171,287.62900233174565,287.3762886405654,287.44869165000677,287.38020312012594,287.5167959225526,287.47504165258056,287.5293158066812,287.5663638373296,287.38595029832544,287.5054570994122,287.5238740510741,287.3724244152521,287.539972889281,287.47723304096445
31,1852-08-16,287.57059106839057,287.4719672924242,287.2956601905898,287.40588666233384,287.36833179482574,287.47598635844275,287.2939427091468,287.4971166785453,287.51397162706314,287.4109125463151,287.3551311129881,287.4484341742589,287.3897205280845,287.4633239185105,287.4621696998774,287.3910462827505,287.5196172519925,287.2754902712947,287.4832185265427,287.3947068778112,287.46847820825667,287.35754497474124,287.4005751876071,287.386263232803,287.4250537436967,287.47225379576435,287.30457557339787,287.3059116523228,287.55367270940616,287.3428495910086
32,1852-09-16,286.95831620310804,286.75988052185915,286.6774699455795,286.70221687991386,286.7884453891127,286.6842784740218,286.7061129723695,286.8100165319181,286.7703033657664,286.79380529706265,286.7385493571319,286.77898157009383,286.7707441069924,286.6924691295372,286.7229142480835,286.57300955560333,286.7445767748928,286.72631110724814,286.8008307331179,286.69824521685206,286.5601041677182,286.66770951153234,286.5727516681777,286.6602033624286,286.73293839254484,286.77470615832374,286.5592012090283,286.7273427010005,286.6869686076036,286.77322362530776
33,1852-10-16,285.7089565600253,285.6226494439235,285.7405813323314,285.6329398054079,285.78629506082285,285.68375799526115,285.48256262426014,285.9270814095702,285.813154046142,285.72579404919696,285.74119020737646,285.65241404497095,285.767205114199,285.5104189032166,285.6335366178857,285.7808982079647,285.7758112956634,285.67985238263674,285.69667844548513,285.8416910354758,285.57674917413755,285.5254921140919,285.6351224766268,285.6449818592398,285.5645475132351,285.60216753466966,285.381208010803,285.5411158938207,285.68765839489396,285.87074891890995
34,1852-11-16,284.8362005016667,284.51886829124743,284.58965969961247,284.78090644527236,284.6881727739482,284.66164969926234,284.44579166063033,284.81923650398977,284.7089235813451,284.55536171283666,284.3558924367559,284.78163512616607,284.6005502078461,284.5950035825272,284.5680649780788,284.47266207853767,284.5653777161296,284.68261138088883,284.6319024587087,284.77220769278694,284.76053958160713,284.5401718959158,284.7007310159932,284.7714867365371,284.5470916474271,284.7400211890967,284.37168664518816,284.6680552840539,284.5901716873589,284.75969543689996
35,1852-12-16,284.1215477735424,283.6701196866157,284.0966904302569,284.12704550625153,283.974375564267,284.10298500459237,284.0449822326257,284.24706138103215,284.2925643129858,283.97660242230177,283.9858627123459,284.12550453670997,284.0452209631787,283.87478973793554,284.0887362486927,284.04165850771477,283.90051912321286,284.0222726095375,283.96259879922263,284.08670427002676,284.1103583071003,283.9970973775571,284.0626257986629,284.0648796707218,284.27931348674645,283.95126777313016,284.095076239517,284.07357177620474,284.099350483788,284.0518789708183
36,1853-01-16,284.13937381684684,283.96901725163946,283.70370571833666,283.81174099030994,284.00681398809684,284.2813576196811,283.9840223320447,284.01831109881795,284.20024419808834,284.1238049645214,283.5836531541603,283.97987182473,283.93051598493923,283.6124197269811,283.89504916556973,284.00051190291805,283.97152675123385,283.86366605103603,284.13753610002635,284.11973420978546,283.928697977006,283.76016619908404,283.8501794838814,283.8430919163703,283.9310670147758,283.9381959665413,284.0377107220647,283.9334449528206,284.2678560023186,283.8343821909919
37,1853-02-15,284.37447466790303,284.19023799553867,283.78476300845654,284.1909865694582,284.2008878791438,284.16611045466703,283.920589468771,283.97463335467944,284.26165835398564,284.05781291591086,284.04834291905746,283.9720752812813,283.96032485648,283.8976345755008,284.16067365466296,284.09504527849356,283.9570346875087,283.906686778745,284.534476036226,284.167138829666,284.1626431695368,284.21097805069854,283.88349346889095,283.90221889312295,284.0683756837862,284.2297045969333,283.9560109013833,284.2417295530668,284.1610753871951,284.12018320154846
38,1853-03-16,284.83344689858757,284.5423904567503,284.4642417207788,284.63094384458543,284.7970965286934,284.49508118738106,284.51516956315675,284.4411069962171,284.9057581506598,284.5473861144622,284.81570400728856,284.7287555214594,284.5667672913375,284.64159425026713,284.6517300807661,284.5752278513885,284.544421891563,284.80930048837064,284.9708162226707,284.8553150141967,284.6351056533121,284.73620473905817,284.66896018267136,284.548902909127,284.8486204301941,284.7877563775781,284.46705222439715,284.7425417766025,284.6902452064736,284.7478407416054
39,1853-04-16,285.7904970485417,285.58432652043393,285.3719169485609,285.5385223186214,285.6277633352522,285.4372678893199,285.5733906979052,285.54590009485855,285.7909091617827,285.3789479856601,285.69912311396865,285.74512151922687,285.5937357876053,285.5648831357454,285.48375610013903,285.4631803394611,285.4577651297767,285.63267206808456,285.8433169956217,285.58837145375827,285.46163316158754,285.34899861930415,285.50411505576085,285.6446586627648,285.81616585454225,285.71208568963544,285.2327244835596,285.6778149887307,285.636904808406,285.4376603892763
40,1853-05-16,286.6292305134046,286.5493642655829,286.337074656852,286.4366755905491,286.6010755145289,286.54388095627144,286.4250416530048,286.62120601045154,286.6085244590226,286.5535400313383,286.56127911648827,286.5406465926863,286.4610538280275,286.5361803486356,286.42160598078567,286.3299564694099,286.43928284527084,286.5192221864063,286.68629941661976,286.43961414248463,286.3946930358501,286.4953402031651,286.662417079249,286.7217981845679,286.6145444887287,286.5048654007006,286.2929337634167,286.5073916561507,286.46858436252563,286.4456095043028
41,1853-06-16,287.33476189252923,287.1832827336226,287.09895360661363,287.1753503740673,287.1156745200853,287.0517830268316,287.1537553361975,287.3485819797095,287.3020721044193,287.1981276313794,287.12810258243917,287.11439558631525,287.04697834360536,287.1406695724583,287.1003417170281,286.9742578493275,287.2850633649766,287.2419283773081,287.337958532794,287.2244465116813,287.10742030652375,287.2743728810769,287.35034155586646,287.2071672507592,287.3664141964509,287.20189682228266,287.0059277810186,287.2326375835141,287.2670336637562,287.19545698337356
42,1853-07-16,287.65027280553335,287.57274558155416,287.31526678554474,287.3932159384535,287.50095137888445,287.5437193215847,287.48581423389544,287.69182099930913,287.70357254497054,287.5167790777447,287.36267856163437,287.5310626138987,287.5050871376809,287.5060986898213,287.4080688024464,287.3012167147653,287.65122925815047,287.55227377722105,287.52978304573384,287.5459666652599,287.3785671392328,287.6058260638375,287.6685306854971,287.4675652504684,287.7841307438247,287.43882320299235,287.50667159033185,287.6197371109134,287.60437318436635,287.5907005735654
43,1853-08-16,287.37374459617655,287.46341951223894,287.40419567292963,287.25819164293983,287.4130229019659,287.5224906945595,287.3136537299854,287.53204623834205,287.53697695057167,287.5760045383265,287.2340258846642,287.43957241630847,287.4593832267753,287.30848729947496,287.4630425390355,287.2645700162197,287.4591014302455,287.6051066937898,287.4700526843311,287.40264392262463,287.4662833758258,287.6530260544077,287.6242325272262,287.427423422899,287.62560879743603,287.31372771527197,287.37123918244384,287.46549702063186,287.53971039456655,287.3315329657706
44,1853-09-16,286.7868953234704,286.660446627319,286.7289361487514,286.64763683893085,286.7955324115479,286.82017828207023,286.9212221185073,286.84428054660407,286.9381779223667,286.75305712561766,286.6678704894189,286.691352838769,286.67581940413396,286.65559996204945,286.81960286560985,286.5557404065809,286.7320414946222,286.7467707062445,286.76147263407927,286.6843612065985,286.7119143733962,286.86677258456496,286.8335140903027,286.8162537497891,286.891587293945,286.6751318389921,286.62065047128254,286.8410360010629,286.80644681983864,286.73745860207254
45,1853-10-16,285.58363446108245,285.7647662798992,285.6171024270363,285.66540389482066,285.87674918154863,285.76308110217076,285.85210656248796,285.7831975240312,285.67099024024594,285.474336602446,285.70242912170966,285.43571644665457,285.47057148959766,285.6058538904659,285.6830518856319,285.52464798376957,285.78779636250664,285.65179288044203,285.68447934026403,285.5181211115663,285.7103362401,285.8638598670406,285.9235955012683,285.5875391295381,285.94565834529254,285.64394892554225,285.57987632742595,285.69039098181156,285.7630159533073,285.5862011694114
46,1853-11-16,284.873053291039,284.7426527139735,284.46655781653146,284.6983876970956,284.9015852823034,284.7376119927954,284.69232481261264,284.67504307008727,284.815463201279,284.5139176477906,284.524598540585,284.43874855456255,284.7429619434358,284.5842404292016,284.6868938208869,284.68727320008935,284.56194341051713,284.77020191006346,284.8595804517225,284.5651021216199,284.5975085609923,284.90733323350065,285.0448807147383,284.55625700690194,284.9599756371482,284.60236818826155,284.47359960250094,284.5299487983651,284.7741398181648,284.6413229644347
47,1853-12-16,284.0564643449176,283.99293763669164,283.7006355596418,283.83413968063167,284.1608168015783,284.13958992542865,283.9625624039044,284.2827375642747,284.18734979069404,283.9687594450413,283.7802325429393,284.04783027379034,284.11764242113617,284.170228149196,284.1458137542213,283.9041551645101,284.06853693660867,284.15995988070017,284.2678539660149,283.86200417870657,283.85762131027457,284.29095071237145,284.40148399926983,283.9255462025956,284.53095722244484,284.09204904166097,283.8843671352589,283.8411742505771,283.9308180100071,283.94518566193733
48,1854-01-16,284.0401183525804,283.7650358247497,283.780123863232,283.9604545823094,284.0800754749105,284.03889592728024,283.8229827658154,284.02973036038856,283.6913847868241,283.8407826397387,284.0551066688348,283.8416733669964,283.71364824018605,283.92015279620927,284.18936404125964,283.64645327243505,284.13914952552426,284.26720634792963,283.8724950812937,283.7029834773843,283.71787629651226,284.14388776855253,284.1461016783024,283.7315016550897,284.29707516614235,284.112303202637,283.8641347597453,283.69482385940483,283.9706374284568,284.11336847229285
49,1854-02-15,283.87093026886896,283.9419157062205,283.9116115842111,284.0741179870103,284.2206886659628,284.193709054377,284.14609754373726,284.2780529750362,283.8268656139201,283.6816467112564,284.0228708269861,284.03092021610263,284.1002643099187,284.2138226641531,284.039995013923,283.8479980924806,284.32842533813306,284.0901842233799,284.305222511585,284.19003544863233,284.09936351744966,284.4179903701057,284.46707750355995,284.037869295463,284.439702020242,283.99166163040354,284.159556006995,283.95622814661215,284.10688978400225,284.33400917362275
50,1854-03-16,284.39666859824547,284.4486404657022,284.7975358909911,284.46187145572185,284.6556255966852,284.5728144957141,284.5822737318312,284.6462666419747,284.5436032145174,284.54436864439464,284.5530426685693,284.6180102302099,284.3003296941137,285.1246964697074,284.4633026429663,284.08586592098965,284.6958612322866,284.76672143303324,284.71806500866103,284.6373817244847,284.6696660621645,284.72265751591675,285.1177565510508,284.5908382797223,284.85282760999974,284.63360383080317,284.5023576354612,284.5879928910665,284.50709457789844,284.7293578090801
51,1854-04-16,285.5993169334187,285.4997532493386,285.72450808438896,285.3326080372981,285.6367926199956,285.6071947138171,285.49384476671656,285.44362311748233,285.36594980030554,285.5166941186786,285.33131515846713,285.3042272608357,285.32248782385466,285.8617873467242,285.3695487003408,285.237427614671,285.7287891943912,285.62886964309075,285.68636402225883,285.67402644171176,285.6551365245865,285.7514240330055,285.7684690055179,285.4103958287569,285.8331276874814,285.4258698387301,285.66475744320445,285.4106504100651,285.599757997226,285.4977939196844
52,1854-05-16,286.4884456448917,286.5477688228359,286.54094202830356,286.3126274290162,286.59223033039524,286.49199008150333,286.23354998335844,286.40686502730904,286.34437903890245,286.4708546186321,286.3109044924764,286.42467550943377,286.32788240284424,286.716002145933,286.371663092333,286.36662117470195,286.647207381062,286.2957180859236,286.61560414964737,286.61142490648893,286.47998583755736,286.63795613018584,286.6871773187242,286.16972441207287,286.7985983447145,286.36526232295154,286.58427318994626,286.36719028652755,286.41640410278706,286.4516995410978
53,1854-06-16,287.21958648382923,287.22090797503034,287.1336928712089,287.09332322138204,287.0860760009638,287.17810145372687,286.8557661811188,287.003554176973,286.80938368061857,287.07236500656916,287.0917437927248,287.01657353063337,286.89667091088165,287.22880682577977,286.9488250160179,287.0421199370894,287.25769674649706,287.0860770159185,287.2648613937097,287.28838400935547,287.2472791102745,287.3374575008746,287.32170872372006,287.09022034074314,287.41392626014436,287.02786624553414,287.16135949692534,287.0525094826089,287.1761416189195,287.15408237382564
