,time,r1i1p1f2,r2i1p1f2,r3i1p1f2,r4i1p1f2,r5i1p1f2
291,2039-04-16,284.34354,280.805,282.89963,282.41577,283.5928
292,2039-05-16,289.02124,284.63593,286.61234,284.87198,286.39252
293,2039-06-16,290.57385,291.32187,289.9913,289.38718,288.74872
294,2039-07-16,293.0693,292.52005,294.97916,292.1096,295.45346
295,2039-08-16,294.2495,293.05008,294.9158,296.4613,296.0547
296,2039-09-16,289.92606,289.21725,289.23227,292.2359,290.93417
297,2039-10-16,284.9685,288.5742,288.6095,289.24283,285.7807
298,2039-11-16,282.0332,283.9686,281.3071,285.5145,283.84686
299,2039-12-16,280.44168,280.74524,281.28534,281.61618,277.2925
300,2040-01-16,279.6501,278.81665,278.16998,278.97223,272.84055
301,2040-02-15,279.9815,279.56403,278.2603,273.52917,274.5927
302,2040-03-16,281.2726,281.04858,278.95825,278.02048,280.03732
303,2040-04-16,282.54724,282.47568,280.3927,280.3308,281.38022
304,2040-05-16,286.26282,286.4241,284.74747,283.02362,286.022
305,2040-06-16,288.04703,291.0559,289.38205,291.83002,291.2556
306,2040-07-16,292.88013,293.98132,296.2528,292.32663,292.51096
307,2040-08-16,294.65463,292.60333,292.42468,293.9523,292.42096
308,2040-09-16,291.95358,290.77966,287.92703,291.6328,292.31213
309,2040-10-16,289.02808,287.5361,283.2025,288.04498,287.13156
310,2040-11-16,282.6017,282.73758,284.1233,283.70032,283.61142
311,2040-12-16,279.88,278.5532,280.30057,281.67462,280.515
312,2041-01-16,281.32062,278.2796,278.0282,277.91714,279.99353
313,2041-02-15,278.74054,278.25812,279.2462,278.7299,279.81525
314,2041-03-16,280.58496,278.21,278.78577,277.94122,280.53378
315,2041-04-16,282.74872,280.05426,283.53003,282.0121,282.8702
316,2041-05-16,286.95776,285.55206,285.59305,286.45648,286.2878
317,2041-06-16,291.22052,291.16495,289.00482,294.97342,290.2899
318,2041-07-16,293.2114,296.21176,294.84085,294.5411,293.86157
319,2041-08-16,295.23785,294.74872,294.27866,295.09317,293.32358
320,2041-09-16,291.84244,289.49725,290.61823,291.96848,290.1395
321,2041-10-16,287.31412,284.82382,286.42294,289.2671,286.69296
322,2041-11-16,283.52914,281.93604,284.16956,283.55164,281.0095
323,2041-12-16,280.5603,278.9656,281.75934,280.37613,279.98813
324,2042-01-16,275.2638,278.98492,278.5334,277.7412,280.11655
325,2042-02-15,278.31308,279.18506,279.09497,278.46893,280.6695
326,2042-03-16,278.60886,279.19226,281.47266,280.05734,280.9494
327,2042-04-16,281.20224,283.48532,283.6248,281.7441,283.59146
328,2042-05-16,286.47836,289.6104,285.42853,285.2475,287.93643
329,2042-06-16,291.5967,291.4485,290.85947,290.8061,289.87402
330,2042-07-16,296.2401,293.14975,293.69366,295.00732,294.8583
331,2042-08-16,293.71262,294.84525,292.71774,295.5004,294.38992
332,2042-09-16,292.44196,290.57114,290.76495,289.75128,290.401
333,2042-10-16,286.19876,286.75772,285.6264,286.25662,285.98615
334,2042-11-16,282.77658,282.88394,281.81387,282.71634,284.36078
335,2042-12-16,281.1909,280.23312,280.34973,279.795,279.84552
336,2043-01-16,280.5246,278.78168,278.30194,277.66678,280.62054
337,2043-02-15,281.31088,280.16617,277.51468,277.96793,278.2635
338,2043-03-16,279.3816,281.0442,281.4464,280.82904,281.81665
339,2043-04-16,284.49265,281.8054,282.02945,279.6983,283.47256
340,2043-05-16,286.1606,288.21042,286.59045,286.10364,287.79385
341,2043-06-16,289.84894,290.9819,292.07584,289.72784,291.9416
342,2043-07-16,293.12762,292.9098,294.5144,292.1066,293.2016
343,2043-08-16,294.83536,293.40384,294.91934,293.46985,293.9359
344,2043-09-16,294.4049,291.0188,290.4198,291.44443,291.36227
345,2043-10-16,286.05832,285.664,286.87085,286.9126,287.85916
346,2043-11-16,281.9487,282.03775,283.42978,284.00842,280.6482
347,2043-12-16,280.96097,280.8021,277.95874,281.00873,279.30475
348,2044-01-16,281.68292,278.4218,276.7091,281.152,277.55585
349,2044-02-15,281.52798,277.99292,279.25717,280.3199,280.1483
350,2044-03-16,280.95114,279.3681,280.98676,279.59195,280.32614
