,time,r1i1p1f1
575,2062-12-16,281.46814
576,2063-01-16,281.38055
577,2063-02-15,280.74512
578,2063-03-16,281.40463
579,2063-04-16,282.6556
580,2063-05-16,287.3154
581,2063-06-16,289.54385
582,2063-07-16,293.17236
583,2063-08-16,293.77985
584,2063-09-16,290.6556
585,2063-10-16,285.69186
586,2063-11-16,279.97836
587,2063-12-16,281.46558
588,2064-01-16,279.06595
589,2064-02-15,278.81113
590,2064-03-16,280.41006
591,2064-04-16,284.5106
592,2064-05-16,286.46527
593,2064-06-16,289.41028
594,2064-07-16,291.74857
595,2064-08-16,291.16058
596,2064-09-16,288.24084
597,2064-10-16,286.32724
598,2064-11-16,282.84824
599,2064-12-16,280.76224
600,2065-01-16,281.74454
601,2065-02-15,280.5573
602,2065-03-16,278.95563
603,2065-04-16,283.73373
604,2065-05-16,285.604
605,2065-06-16,289.7058
606,2065-07-16,291.87958
607,2065-08-16,290.85193
608,2065-09-16,290.28888
609,2065-10-16,288.16397
610,2065-11-16,285.22934
611,2065-12-16,279.5898
612,2066-01-16,281.12326
613,2066-02-15,279.92838
614,2066-03-16,282.7058
615,2066-04-16,285.78992
616,2066-05-16,286.24457
617,2066-06-16,289.8101
618,2066-07-16,293.77008
619,2066-08-16,292.83038
620,2066-09-16,290.8886
621,2066-10-16,287.81995
622,2066-11-16,283.65424
623,2066-12-16,280.9488
624,2067-01-16,282.37036
625,2067-02-15,280.49353
626,2067-03-16,281.95648
627,2067-04-16,284.21777
628,2067-05-16,290.0319
629,2067-06-16,291.1531
630,2067-07-16,293.02744
631,2067-08-16,294.35687
632,2067-09-16,293.04126
633,2067-10-16,288.8556
634,2067-11-16,284.16504
635,2067-12-16,282.1361
636,2068-01-16,279.62146
637,2068-02-15,280.21332
638,2068-03-16,280.77448
639,2068-04-16,281.42087
640,2068-05-16,287.43875
641,2068-06-16,288.5478
642,2068-07-16,291.2627
643,2068-08-16,292.1239
644,2068-09-16,289.06122
645,2068-10-16,283.53265
646,2068-11-16,282.10516
647,2068-12-16,281.38885
648,2069-01-16,278.89444
649,2069-02-15,278.62512
650,2069-03-16,278.471
651,2069-04-16,283.86542
652,2069-05-16,285.7573
653,2069-06-16,289.02713
654,2069-07-16,295.2921
655,2069-08-16,294.53546
