,time,r1i1p1f2,r2i1p1f2,r3i1p1f2,r4i1p1f2,r5i1p1f2,r6i1p1f2
351,2044-04-16,279.7235,281.51508,281.02246,280.0969,281.87054,282.64795
352,2044-05-16,284.05563,286.16653,287.8126,286.72925,284.16748,285.13437
353,2044-06-16,292.76608,289.03784,288.71674,287.85617,290.68585,290.42166
354,2044-07-16,294.4378,293.1462,294.04684,291.6298,296.0798,292.69864
355,2044-08-16,292.1079,294.29956,292.29282,293.7117,294.71997,296.47498
356,2044-09-16,289.4648,290.97952,292.33746,289.45953,292.10953,289.58594
357,2044-10-16,283.78323,288.93335,286.96375,285.8471,286.2753,285.74704
358,2044-11-16,279.76266,282.59882,282.96497,282.6057,283.33002,281.4366
359,2044-12-16,281.62506,280.35968,278.31354,280.9941,279.45087,279.42572
360,2045-01-16,277.9541,279.00925,276.14444,279.61102,280.55524,277.40073
361,2045-02-15,276.83215,278.76108,277.36163,277.74936,279.66275,277.75397
362,2045-03-16,280.47366,282.4382,278.80548,278.53616,279.59735,278.4427
363,2045-04-16,281.13193,281.10858,282.1252,282.7859,282.44562,282.79233
364,2045-05-16,285.1029,284.20813,285.6549,286.03094,285.2924,285.30273
365,2045-06-16,289.5906,289.7811,289.77667,291.35025,290.46033,290.45657
366,2045-07-16,292.20636,293.13922,293.59433,292.91684,293.70795,294.3383
367,2045-08-16,295.45874,290.6585,294.60565,294.6688,293.81778,293.6774
368,2045-09-16,291.0466,291.04965,290.56186,290.0974,293.37402,291.99133
369,2045-10-16,286.30243,285.19336,287.6122,287.8758,286.54218,286.24673
370,2045-11-16,282.61215,282.447,283.77673,283.41754,282.10303,281.91986
371,2045-12-16,277.74966,280.9491,280.85938,279.32712,280.02325,280.2799
372,2046-01-16,278.5703,277.62756,278.19675,279.55933,280.24023,279.4615
373,2046-02-15,280.8385,278.0933,275.26978,278.30276,280.5374,277.4752
374,2046-03-16,278.32645,280.68015,281.30377,280.2941,281.26855,278.23264
375,2046-04-16,284.2222,280.9738,283.09683,279.2731,282.11105,281.18637
376,2046-05-16,285.53418,286.15643,286.1802,285.15228,283.41656,283.1715
377,2046-06-16,291.00714,290.7245,287.75146,289.25845,286.79587,288.9569
378,2046-07-16,294.5987,294.40466,292.57205,295.5036,290.7369,292.44827
379,2046-08-16,295.86533,296.3662,293.3683,294.00748,292.8669,294.81964
380,2046-09-16,291.29663,289.77927,289.54056,292.2438,290.17953,290.69403
381,2046-10-16,286.87744,286.4933,287.1107,287.34576,287.07285,284.50922
382,2046-11-16,281.47,281.82126,282.229,283.7587,282.03088,282.45956
383,2046-12-16,279.10016,279.75162,281.52625,278.39337,278.60016,280.55252
384,2047-01-16,279.2304,276.34033,278.8705,279.06848,279.61783,278.86234
385,2047-02-15,277.73923,278.15573,278.8621,278.11908,278.4774,275.9357
386,2047-03-16,279.82578,280.11862,280.14264,279.95673,279.23297,278.98672
387,2047-04-16,282.6909,281.56265,281.79767,281.24423,280.26016,281.68954
388,2047-05-16,287.28656,285.4466,285.4507,284.80362,286.68607,286.60345
389,2047-06-16,288.74258,291.13846,289.1892,288.9908,290.20572,289.58896
390,2047-07-16,289.7396,292.9276,292.35004,293.2186,291.13556,292.49753
391,2047-08-16,292.46082,292.20023,294.48526,293.59412,294.16766,294.27994
392,2047-09-16,289.22842,290.7403,290.1482,293.063,293.9824,289.52692
393,2047-10-16,285.52814,288.22424,283.94064,289.45108,286.79068,285.55478
394,2047-11-16,282.1861,282.2251,281.9971,283.7308,281.26617,280.5142
395,2047-12-16,279.81345,278.635,280.7242,281.52017,279.91684,277.65305
396,2048-01-16,277.39557,279.0495,277.21823,279.8421,279.1244,277.68747
397,2048-02-15,278.86368,280.10175,280.19397,278.50278,277.1546,277.15735
398,2048-03-16,279.71936,279.30194,278.10205,282.0742,279.1625,280.8321
399,2048-04-16,279.88007,281.28152,281.74988,281.0839,281.17444,281.09906
400,2048-05-16,283.82214,285.8948,283.30933,283.18765,286.48972,287.49387
401,2048-06-16,289.654,289.4956,286.9899,288.33124,293.58386,291.84946
402,2048-07-16,293.3366,293.02246,295.20325,291.6531,294.04843,294.77908
403,2048-08-16,294.1842,293.01624,293.09378,294.816,294.43042,294.85748
404,2048-09-16,290.6485,291.68814,293.0052,290.52274,288.96353,290.24136
405,2048-10-16,287.21683,286.42236,287.14658,287.02292,287.0647,287.8544
406,2048-11-16,282.3548,281.5614,281.59744,283.6874,283.16608,284.0604
407,2048-12-16,278.81033,280.06815,279.9864,279.1244,280.44766,278.54745
408,2049-01-16,280.5375,277.38092,280.0679,279.05228,277.8726,278.04816
409,2049-02-15,278.8265,279.13266,277.54898,279.20526,277.168,277.295
410,2049-03-16,281.68063,278.8757,277.68967,278.9449,277.9531,280.5883
411,2049-04-16,282.09183,279.61386,281.86484,281.01407,280.0451,283.20663
412,2049-05-16,286.88602,284.99786,282.11588,285.50177,283.00943,285.4124
413,2049-06-16,290.0195,288.17288,289.69116,292.22406,287.708,288.45807
414,2049-07-16,291.71918,293.3846,293.69885,294.43204,295.29187,292.99207
415,2049-08-16,295.9782,293.81155,298.22726,294.88477,293.61655,291.92584
416,2049-09-16,290.35294,291.0335,291.1914,291.31,289.52957,290.34055
417,2049-10-16,286.97147,284.15842,286.63895,288.26254,288.40396,284.44992
418,2049-11-16,281.34927,281.7208,282.56003,283.11807,283.63324,283.12442
419,2049-12-16,280.7237,279.7843,280.84134,278.51633,278.7294,279.93692
420,2050-01-16,279.66232,277.87427,278.92673,277.90884,276.92532,275.93008
421,2050-02-15,279.4676,279.09683,277.39392,279.27237,280.17038,279.639
422,2050-03-16,279.99844,278.04086,278.45294,280.82877,281.07043,280.59827
423,2050-04-16,280.99332,282.15765,280.64383,281.71683,283.29745,281.40488
424,2050-05-16,284.3709,285.40625,285.12344,284.9208,283.5206,286.47662
425,2050-06-16,289.54715,291.45984,288.32877,290.81796,290.74203,289.34998
426,2050-07-16,294.50345,291.20618,294.1504,296.18228,293.93973,294.36838
427,2050-08-16,292.3317,293.93298,292.56174,293.3985,293.0878,293.7276
428,2050-09-16,289.18008,291.2973,288.36322,290.94727,291.89615,291.06924
429,2050-10-16,286.31418,286.23035,284.5035,286.42163,285.2572,289.0655
430,2050-11-16,283.88742,280.7709,282.68018,281.8878,282.80588,282.4671
431,2050-12-16,281.38425,281.70963,279.1507,280.6646,278.8985,277.46414
432,2051-01-16,279.47623,278.1987,277.1972,279.24103,277.9181,275.8524
433,2051-02-15,280.01395,279.6728,279.35776,280.3055,274.9581,275.73648
434,2051-03-16,279.25665,280.34763,279.4678,279.54587,277.3547,278.41177
435,2051-04-16,279.88794,283.89127,282.43994,280.32043,280.27704,281.60492
436,2051-05-16,285.0161,286.58902,283.2333,286.0875,282.92935,283.12698
437,2051-06-16,289.1374,289.2853,289.98145,290.19537,288.0101,287.64835
438,2051-07-16,293.21655,293.40442,294.89685,291.54694,294.66782,294.0516
439,2051-08-16,295.38412,293.4986,294.15753,292.84152,293.3622,294.47565
440,2051-09-16,293.7621,290.21533,288.2026,291.4859,289.53314,291.01718
441,2051-10-16,284.68204,286.9452,285.27045,286.64563,285.99664,285.10312
442,2051-11-16,280.73108,281.43582,279.48477,282.21445,283.72003,281.68503
443,2051-12-16,279.76324,277.69788,278.61252,280.84158,278.86652,277.8626
444,2052-01-16,275.56177,275.09302,280.08926,279.5296,279.2331,278.4438
445,2052-02-15,278.0279,277.8738,278.4435,276.31827,279.57944,279.9389
446,2052-03-16,276.95184,278.60056,279.36414,278.94864,277.8491,281.39288
447,2052-04-16,282.1462,281.72916,281.66684,281.121,280.26648,283.92294
448,2052-05-16,283.73215,284.5915,284.5165,285.96146,285.79846,285.29108
449,2052-06-16,288.2215,289.90598,292.2152,291.00156,288.81424,290.16254
450,2052-07-16,293.25467,294.49442,297.9565,294.80154,294.37192,293.93237
451,2052-08-16,292.20438,292.91608,292.58698,292.9961,292.67618,296.45438
452,2052-09-16,288.19296,289.95776,288.3713,290.27686,292.4173,289.41397
453,2052-10-16,284.49918,285.97986,285.68814,286.79123,286.35657,287.14325
454,2052-11-16,281.3376,281.82666,281.4068,284.3092,284.3362,282.70297
455,2052-12-16,278.49417,281.2446,280.16928,279.98428,281.34366,279.08813
456,2053-01-16,278.72723,278.22855,279.0601,279.30112,278.98453,278.41843
457,2053-02-15,279.365,279.9222,277.88824,278.19974,277.05112,275.7049
458,2053-03-16,280.07703,279.2033,280.03152,279.24875,278.54605,278.96115
459,2053-04-16,285.17325,281.75854,284.07104,282.02036,281.19028,280.28458
460,2053-05-16,287.22653,286.39594,286.0935,288.3288,284.69742,283.78625
461,2053-06-16,288.524,291.13177,289.45688,289.87354,290.92404,288.86414
462,2053-07-16,293.74008,294.87277,293.4812,291.90067,293.8902,291.6351
463,2053-08-16,294.20203,292.65472,295.97574,294.46167,293.71408,295.08212
464,2053-09-16,290.54776,291.0652,295.85757,290.36514,290.65393,291.9812
465,2053-10-16,286.35065,286.2181,290.0725,285.91623,287.51205,286.88077
466,2053-11-16,284.107,283.23776,284.42123,282.59186,283.62234,282.8098
467,2053-12-16,281.12497,280.8266,281.59277,280.22574,278.4972,281.183
468,2054-01-16,279.26862,278.54623,279.26794,278.84528,278.4397,279.87567
469,2054-02-15,278.6829,279.95703,278.10208,278.94492,280.29694,280.42047
470,2054-03-16,279.07562,280.28757,277.99854,278.05167,280.24826,280.7416
471,2054-04-16,281.53586,283.32877,283.76166,281.01865,280.59375,283.48883
472,2054-05-16,285.245,287.2259,286.6613,283.6014,285.72964,285.7382
473,2054-06-16,290.09357,289.07343,291.79437,287.49295,293.89957,290.90466
474,2054-07-16,294.55237,294.6315,294.46494,291.88983,296.5078,293.66394
475,2054-08-16,294.21436,292.4966,294.67398,293.99167,293.6066,292.81195
476,2054-09-16,290.2637,289.0335,293.19537,292.13217,289.78134,289.40024
477,2054-10-16,286.78574,287.7153,288.72495,287.64386,286.4829,286.08142
478,2054-11-16,282.49152,281.68634,282.50275,280.8527,284.14938,280.9668
479,2054-12-16,279.30237,281.91785,278.73706,280.81976,280.60706,280.4618
480,2055-01-16,275.89386,278.67554,278.8527,277.95975,278.1171,279.1714
481,2055-02-15,277.5964,278.0109,277.68048,278.72977,279.62808,277.1559
482,2055-03-16,280.5038,279.3545,280.11212,281.2037,281.25122,278.86566
483,2055-04-16,280.71103,280.5716,282.77737,280.69122,280.7376,281.73642
484,2055-05-16,284.52347,285.71097,287.3833,284.5425,283.85403,287.36224
485,2055-06-16,289.39957,289.3964,290.18906,291.20932,290.63388,289.55814
486,2055-07-16,292.773,293.9359,293.93622,293.14743,294.54996,292.9136
487,2055-08-16,294.6325,292.24597,292.51822,292.08072,291.94598,294.79718
488,2055-09-16,288.9605,289.58926,289.85284,288.7464,288.75388,291.39804
489,2055-10-16,285.69974,287.65552,287.41885,284.9526,286.5975,287.23904
490,2055-11-16,281.06973,284.62628,283.99234,283.5729,281.30566,282.19046
491,2055-12-16,279.1098,279.88654,278.84644,279.74203,280.52042,278.71967
492,2056-01-16,279.7458,280.09274,279.1406,280.0102,279.19034,277.56403
493,2056-02-15,280.59442,280.4535,278.3298,281.24454,280.79648,276.1383
494,2056-03-16,281.21942,282.2255,278.25623,280.34058,279.8501,277.9047
495,2056-04-16,281.2164,283.36823,282.98715,282.0084,282.36325,279.37292
496,2056-05-16,285.92462,287.6804,285.61694,284.99435,284.05798,284.4418
497,2056-06-16,290.57516,290.67728,291.39996,290.0968,288.34656,291.9823
498,2056-07-16,292.82513,296.82007,294.2021,294.83575,293.7966,291.9669
499,2056-08-16,292.0506,297.16248,293.60495,295.07892,294.94946,294.32208
500,2056-09-16,288.74573,290.4296,291.23883,290.37003,291.06186,290.81192
501,2056-10-16,288.72186,285.3667,287.77298,288.18057,286.5119,288.69992
502,2056-11-16,281.6208,281.14948,282.18823,284.02432,281.65906,283.91727
503,2056-12-16,279.52414,279.3099,280.10062,278.87967,279.7534,279.61783
504,2057-01-16,280.04565,279.31082,277.7826,280.59763,279.89755,279.4656
505,2057-02-15,278.66855,278.49762,279.1635,279.24567,278.13525,276.9289
506,2057-03-16,281.50687,281.13208,280.8469,279.96863,280.04764,277.69287
507,2057-04-16,282.069,281.46252,280.40234,282.8595,282.1582,284.11523
508,2057-05-16,284.42422,285.39874,284.0561,286.21378,284.4232,288.55536
509,2057-06-16,292.67902,290.25677,290.78387,288.7272,288.102,290.73184
510,2057-07-16,296.42776,293.87445,293.90863,293.96188,292.96042,294.6655
511,2057-08-16,293.748,293.6655,294.6217,295.1569,294.58844,294.4579
512,2057-09-16,291.44656,290.4729,294.14417,290.09152,290.91684,292.8107
513,2057-10-16,287.08453,285.2562,287.87463,285.5801,286.3801,287.7897
514,2057-11-16,282.65695,281.5129,282.65155,282.2132,284.39877,283.13068
515,2057-12-16,279.0797,280.5852,280.14743,279.3256,280.96585,281.71643
516,2058-01-16,279.13577,280.0944,277.94794,277.99078,279.72214,281.0989
517,2058-02-15,278.84018,278.5009,279.14117,279.07034,277.38147,278.68912
518,2058-03-16,279.9772,277.99237,279.22418,281.68948,278.50217,278.7943
519,2058-04-16,283.00974,283.1513,281.00198,281.23752,283.25613,280.58563
520,2058-05-16,285.33447,286.33167,287.0593,283.67972,284.66864,285.15787
521,2058-06-16,288.9859,290.50693,291.8201,289.16647,292.21854,290.79187
522,2058-07-16,293.5184,295.7811,294.9094,293.35925,296.73175,294.40384
523,2058-08-16,293.1171,295.28555,294.3664,293.21487,293.87732,294.24365
524,2058-09-16,292.1951,293.55707,291.13165,289.64944,290.3291,290.44174
525,2058-10-16,286.25418,287.70773,285.23224,285.4119,287.74707,288.0643
526,2058-11-16,282.85995,283.87415,282.18015,281.1728,285.44937,283.01
527,2058-12-16,279.35098,280.6838,278.44943,279.27008,281.0945,277.37253
528,2059-01-16,280.41193,278.76382,277.30258,277.70163,281.20148,276.33514
529,2059-02-15,278.63055,277.2686,279.83847,278.36197,279.01584,279.6728
530,2059-03-16,279.25363,279.13345,281.1932,280.6479,278.13693,279.7779
531,2059-04-16,281.21033,281.83975,282.93552,281.15298,284.06424,280.18594
532,2059-05-16,285.42218,284.44568,284.02728,284.6471,286.75534,285.0693
533,2059-06-16,290.48062,289.74487,288.1414,289.24112,291.41388,289.3871
534,2059-07-16,295.44946,297.32532,292.01874,293.0478,294.24887,293.8331
535,2059-08-16,294.6158,295.11536,292.39935,295.42804,295.57785,295.67978
536,2059-09-16,289.3478,292.0278,291.17456,291.44656,290.5696,292.5586
537,2059-10-16,288.47217,287.4647,287.3541,286.59244,290.5197,285.74734
538,2059-11-16,284.8982,281.16248,282.27243,284.5297,283.48444,283.42297
539,2059-12-16,280.89258,280.49246,281.34683,280.0246,281.2585,279.9459
540,2060-01-16,279.47818,279.73398,278.50256,280.0635,279.80722,279.25204
541,2060-02-15,280.1513,278.538,278.28928,281.82846,279.27994,276.58292
542,2060-03-16,280.5165,280.97845,278.96207,279.21487,281.27963,278.71957
543,2060-04-16,281.89948,282.9735,281.8695,280.94907,281.12244,280.04208
544,2060-05-16,285.5502,284.6551,286.8874,284.7909,285.817,285.17792
545,2060-06-16,292.6515,290.19394,291.3683,289.21936,290.07608,288.22296
546,2060-07-16,293.3776,295.43082,292.13235,292.68637,295.54968,291.39154
547,2060-08-16,295.2431,294.65552,294.51266,292.77383,294.67126,293.65533
548,2060-09-16,292.5849,291.1347,290.17572,291.56903,288.89246,291.37115
549,2060-10-16,287.9058,287.17844,287.04092,285.58878,286.56573,286.5796
550,2060-11-16,282.8622,283.492,284.0274,280.40686,282.11197,280.30508
551,2060-12-16,281.63498,282.59747,281.3651,277.39987,278.45868,279.47394
552,2061-01-16,280.42664,279.14783,278.0571,276.57416,278.46155,276.21344
553,2061-02-15,278.61795,278.3239,277.19464,276.56183,280.4008,274.79156
554,2061-03-16,280.3317,279.10547,279.66437,280.1055,279.50497,277.90665
555,2061-04-16,282.49866,282.3113,284.23013,281.3984,282.97736,280.72342
556,2061-05-16,286.2481,285.1179,285.10864,285.5387,286.24338,286.38892
557,2061-06-16,290.83304,294.13345,291.25757,292.324,291.0033,290.10544
558,2061-07-16,295.21332,293.30722,293.60486,292.34207,292.83887,296.6063
559,2061-08-16,292.99567,294.75858,295.04306,293.52945,293.09216,293.45706
560,2061-09-16,290.2258,291.81668,292.55493,291.63654,291.36053,290.9308
561,2061-10-16,286.4202,286.94214,287.70056,289.01276,286.76373,288.2589
562,2061-11-16,281.74075,282.30008,281.33743,285.14655,284.1444,283.81113
563,2061-12-16,279.73108,280.84842,278.98636,280.14133,282.01266,279.9388
564,2062-01-16,278.72208,279.8652,277.33356,279.68097,280.85107,278.96957
565,2062-02-15,279.66562,277.98715,278.53378,277.6085,275.56784,279.15622
566,2062-03-16,280.60007,278.75232,280.2149,280.9734,279.67786,279.89035
567,2062-04-16,281.45126,279.69778,284.07373,285.42834,280.58008,281.9018
568,2062-05-16,284.54742,286.06793,287.5077,286.97168,283.89478,285.36743
569,2062-06-16,290.10025,292.94818,290.97055,289.74347,290.24567,289.51138
570,2062-07-16,295.28397,295.51178,293.79147,296.15665,294.82755,293.45245
571,2062-08-16,292.74274,293.66312,293.7594,295.11957,293.34424,293.73724
572,2062-09-16,289.551,291.08502,293.93637,292.06433,289.50537,290.70374
573,2062-10-16,288.7803,286.8515,287.0577,287.7414,285.85068,285.606
574,2062-11-16,281.3574,283.19925,285.4122,283.95865,282.4189,283.80463
575,2062-12-16,279.29123,280.04276,281.3931,281.90625,279.1498,279.609
576,2063-01-16,279.78613,279.55542,278.54138,279.11133,279.23358,278.2265
577,2063-02-15,279.58044,279.3756,276.65802,279.60757,280.08557,277.80927
578,2063-03-16,278.34244,280.136,276.25934,279.87714,279.89282,280.51898
579,2063-04-16,281.12405,281.86176,280.92862,282.25653,282.7215,284.3402
580,2063-05-16,285.73773,284.27423,284.71353,285.03525,286.59976,284.41763
581,2063-06-16,290.6563,289.84518,290.03,289.1537,291.24347,289.9521
582,2063-07-16,293.84222,295.48285,295.24393,292.6472,293.09702,293.46085
583,2063-08-16,292.9245,294.10812,295.20926,292.76572,294.15604,292.5245
584,2063-09-16,290.9046,290.37018,289.78482,291.97452,292.63358,291.871
585,2063-10-16,285.24094,287.75412,285.17563,286.51022,286.93463,286.05206
586,2063-11-16,284.8095,283.10312,281.82074,282.2965,282.62344,282.58765
587,2063-12-16,281.63425,280.89648,279.65137,279.0338,280.0555,278.05548
588,2064-01-16,278.10748,280.35107,278.92807,278.7067,278.9413,276.21332
589,2064-02-15,276.28998,279.47568,278.283,277.9272,278.20535,278.3083
590,2064-03-16,277.4478,279.9229,280.41803,280.721,279.6008,279.13846
591,2064-04-16,279.73132,281.80792,282.69028,282.86758,281.44275,282.8547
592,2064-05-16,285.35718,284.76373,284.80954,285.0502,285.07635,287.19122
593,2064-06-16,289.68207,289.9659,289.2433,290.5283,291.73233,293.2794
594,2064-07-16,295.23148,291.646,293.43106,294.43704,292.9449,294.6705
595,2064-08-16,296.44308,293.53546,294.62015,292.43152,292.8228,293.96667
596,2064-09-16,291.26974,290.1366,293.8536,289.8209,291.0333,289.42993
597,2064-10-16,289.9531,287.57538,287.16025,287.89844,287.20114,286.8774
598,2064-11-16,283.90573,283.8447,282.84662,282.35275,283.31418,285.31082
599,2064-12-16,278.38837,280.12662,282.02618,281.29233,279.71014,278.5926
600,2065-01-16,277.76358,280.05453,277.71588,278.35114,278.09796,278.47983
601,2065-02-15,279.49628,280.80408,279.4377,278.00204,278.36807,278.59332
602,2065-03-16,279.8612,279.7606,281.34805,280.76358,280.1861,279.9906
603,2065-04-16,281.36707,283.25046,282.7099,282.0702,281.9965,281.2869
604,2065-05-16,288.49524,286.95413,287.56052,285.86063,284.41187,284.23956
605,2065-06-16,289.64133,291.5783,289.63574,291.98218,292.08517,290.64294
606,2065-07-16,293.05267,296.9477,293.4102,296.53247,292.39206,293.9316
607,2065-08-16,294.65143,296.17386,291.94574,294.0558,294.19806,294.6295
608,2065-09-16,291.37192,290.40128,289.46732,289.82388,289.5571,290.85278
609,2065-10-16,286.33664,287.91583,286.94382,287.68634,285.14536,288.65228
610,2065-11-16,284.26425,282.42578,282.7968,283.67834,282.8189,282.6278
611,2065-12-16,281.0725,280.2286,280.49554,282.28293,281.4435,279.9988
612,2066-01-16,278.9944,280.12592,279.5809,278.32208,281.0289,279.56082
613,2066-02-15,275.19345,277.4734,279.31412,277.40076,278.447,279.64825
614,2066-03-16,281.04745,279.3857,281.1263,280.107,280.21875,279.127
615,2066-04-16,281.37314,283.06207,283.5925,282.06732,280.83865,283.25095
616,2066-05-16,286.6666,286.26276,289.78906,284.3334,286.0374,285.66397
617,2066-06-16,290.80426,289.12955,292.1505,289.88135,291.75726,290.76688
618,2066-07-16,295.70956,296.39975,294.5567,295.32077,296.30457,297.19598
619,2066-08-16,293.34454,295.0903,294.58646,295.08902,294.98544,297.4717
620,2066-09-16,289.73105,292.3875,289.80002,290.46542,290.8265,292.54584
621,2066-10-16,286.1539,287.3999,287.23096,286.65173,287.43686,285.84833
622,2066-11-16,283.43256,283.31155,283.19058,282.1331,281.2017,281.5875
623,2066-12-16,280.1362,280.0595,279.0174,282.30078,279.72928,279.69873
624,2067-01-16,281.3484,278.66574,280.22452,279.19388,279.975,279.9238
625,2067-02-15,278.09595,274.40067,275.55676,279.8742,279.25674,278.79712
626,2067-03-16,279.57077,280.2959,280.69604,282.12387,280.22974,278.27676
627,2067-04-16,281.544,281.56796,281.56625,284.0184,281.058,284.11337
628,2067-05-16,284.8215,286.96164,285.69955,286.74304,285.97736,287.07327
629,2067-06-16,290.33554,290.46326,289.64514,292.55225,289.80954,292.81558
630,2067-07-16,295.06854,293.38818,294.61542,295.28778,292.71335,294.3152
631,2067-08-16,295.27985,294.79425,295.04126,294.83044,293.80887,296.5521
632,2067-09-16,292.52356,290.07495,290.51443,291.1393,289.30838,292.11453
633,2067-10-16,286.58185,287.9236,287.10727,288.34888,288.33102,285.38007
634,2067-11-16,283.60373,282.01038,281.85287,283.9974,284.26065,283.40417
635,2067-12-16,279.89526,280.94775,278.72824,280.97208,281.663,281.78433
636,2068-01-16,279.7332,278.93704,279.66644,279.39117,279.2507,278.87146
637,2068-02-15,279.8861,279.8407,279.4468,279.2638,280.02127,279.10452
638,2068-03-16,279.62854,281.8372,279.19794,279.81656,281.79288,282.17673
639,2068-04-16,282.03455,281.63342,281.62836,283.00757,283.20236,282.59134
640,2068-05-16,287.5756,284.6336,285.41144,285.12735,286.64575,283.03113
641,2068-06-16,291.42102,289.0038,289.42624,293.4858,290.628,289.51917
642,2068-07-16,294.2313,294.4792,293.77734,294.97025,294.7968,294.5305
643,2068-08-16,293.2598,293.88586,295.96417,293.94592,295.00623,293.5066
644,2068-09-16,290.5532,290.81134,292.87408,290.6541,290.8686,291.24445
645,2068-10-16,287.9772,286.46432,286.33502,287.19977,285.272,285.41852
646,2068-11-16,284.10385,283.16214,283.10318,284.02524,282.53052,281.91794
647,2068-12-16,281.06696,279.72043,280.75586,280.5517,280.26755,281.06784
648,2069-01-16,277.53848,276.25378,279.76303,280.25443,276.99008,278.818
649,2069-02-15,277.83456,279.02612,278.15424,279.72174,278.80627,279.67578
650,2069-03-16,279.82898,278.8305,277.86246,281.00415,280.34286,280.9985
651,2069-04-16,284.8177,280.1154,282.50055,282.2778,282.82434,282.27454
652,2069-05-16,285.5198,284.23898,284.59695,286.9576,284.47266,287.62524
653,2069-06-16,289.9061,289.58276,292.2032,290.39728,291.65698,289.03363
654,2069-07-16,295.09958,298.40036,294.58194,294.4912,295.53006,293.92938
655,2069-08-16,297.32806,296.95676,294.2104,294.26538,294.9461,295.4101
656,2069-09-16,291.2411,293.1023,292.1688,291.95578,291.9667,291.86005
657,2069-10-16,287.20963,291.10706,288.32755,287.52274,286.2457,286.01886
658,2069-11-16,284.73898,284.44855,284.51996,283.2044,284.69382,282.93353
659,2069-12-16,281.47397,280.93533,282.97308,281.84247,279.31232,279.49088
660,2070-01-16,277.59387,281.4616,278.85468,281.4343,277.79468,279.34402
661,2070-02-15,280.6027,279.76675,279.38226,279.2867,274.5124,276.80945
662,2070-03-16,281.85233,280.742,280.23383,280.44278,276.99664,278.80466
663,2070-04-16,283.05145,281.15533,284.09973,281.85162,280.50037,282.6006
664,2070-05-16,286.75555,284.76007,286.32996,286.48322,285.19803,287.1279
665,2070-06-16,292.52777,289.56665,291.3651,290.65292,289.38657,292.01886
666,2070-07-16,295.84998,294.9068,297.22586,295.32867,293.69403,293.81284
667,2070-08-16,296.0304,296.0536,298.6426,296.20502,296.2045,294.66904
668,2070-09-16,291.05328,292.94028,292.0815,292.34482,290.25656,290.63116
669,2070-10-16,285.53354,287.3182,286.912,287.3511,285.85797,286.09506
670,2070-11-16,282.84586,283.25702,283.57162,282.1972,282.8889,283.6429
671,2070-12-16,281.62042,282.9566,280.132,282.08432,279.4355,278.53348
672,2071-01-16,281.31027,278.98688,278.38583,281.7494,279.22922,277.79272
673,2071-02-15,279.71515,278.52188,278.60806,280.65057,278.28354,273.04666
674,2071-03-16,280.21027,279.72644,281.19116,281.89938,278.58322,278.57474
675,2071-04-16,282.01178,283.63492,281.92886,282.97513,280.56412,282.14688
676,2071-05-16,285.8149,286.24353,285.8475,288.8556,289.05582,285.9035
677,2071-06-16,291.02338,290.54633,290.89197,292.59186,288.62698,289.8862
678,2071-07-16,293.71695,292.98837,294.5013,296.5944,293.14154,294.06354
679,2071-08-16,293.7256,292.0338,292.90656,295.48886,293.19196,294.073
680,2071-09-16,291.7979,289.20627,290.8575,292.81567,289.38797,291.54956
681,2071-10-16,288.2335,287.13388,287.03497,288.72678,287.03894,288.08005
682,2071-11-16,282.72693,283.5095,281.3532,285.25116,283.24554,284.3237
683,2071-12-16,279.4217,281.2694,278.71854,281.22647,282.1858,281.29233
684,2072-01-16,277.74762,279.84506,278.22177,281.66635,280.2113,278.9272
685,2072-02-15,276.5698,279.4266,279.4072,281.92618,279.35306,276.92557
686,2072-03-16,277.85654,281.64795,280.02167,280.848,279.75208,280.2756
687,2072-04-16,281.38297,283.0341,282.20206,282.3544,280.4065,283.70523
688,2072-05-16,285.7012,288.49063,285.20776,287.90393,285.28165,285.8498
689,2072-06-16,289.67444,289.50748,290.96912,291.35193,292.262,290.51895
690,2072-07-16,293.88748,292.88937,293.18732,294.8304,292.35883,294.8863
691,2072-08-16,295.20023,294.03104,295.93,294.70358,294.87897,296.2344
692,2072-09-16,291.9582,292.03485,291.61926,291.55594,293.4682,292.12543
693,2072-10-16,287.00574,285.65366,287.64832,288.0596,288.3118,287.03094
694,2072-11-16,285.43448,283.20956,285.3479,285.11075,281.89294,285.92316
695,2072-12-16,282.1003,278.84015,280.52225,280.3503,280.47882,281.99667
696,2073-01-16,280.29852,280.97183,278.96356,277.80832,279.8267,278.7323
697,2073-02-15,278.6598,281.13138,274.7967,277.60153,279.0497,280.22757
698,2073-03-16,279.80637,279.8891,277.9941,281.12146,278.68964,280.2424
699,2073-04-16,280.5979,281.59213,282.32132,282.2907,280.909,283.31668
700,2073-05-16,287.8142,285.00513,286.64096,286.58765,283.4791,286.75797
701,2073-06-16,291.95267,290.45657,291.72226,289.9475,290.3109,291.53113
702,2073-07-16,294.95325,291.9197,293.52814,296.34045,294.69534,295.10056
703,2073-08-16,297.46408,294.26602,294.00665,293.67392,293.58875,294.143
704,2073-09-16,291.2051,289.13452,292.32925,292.62527,292.35083,290.387
705,2073-10-16,288.48694,285.322,289.38297,286.27927,289.78827,286.98593
706,2073-11-16,282.95688,283.9492,285.98413,283.48166,285.16647,283.17108
707,2073-12-16,278.67514,279.62775,280.4906,280.89243,279.5922,280.18668
708,2074-01-16,276.19516,280.50333,280.07516,277.73325,278.68658,280.359
709,2074-02-15,279.1933,279.04398,278.0936,277.70383,277.14764,278.52344
