,time,r10i1p1f1,r14i1p1f1,r1i1p1f1,r2i1p1f1,r3i1p1f1,r4i1p1f1,r5i1p1f1,r6i1p1f1,r7i1p1f1,r8i1p1f1,r9i1p1f1
199,2031-08-16,293.20612,294.6851,291.1036,293.64975,293.04034,292.86032,293.61044,293.57922,294.07864,292.40335,292.75604
200,2031-09-16,290.0171,291.3295,291.19922,289.98053,290.31592,289.67123,290.5553,291.54,291.951,290.24722,290.31073
201,2031-10-16,285.41217,287.91803,287.89188,286.6478,288.35242,286.7138,288.2912,286.14905,287.602,284.87912,288.04877
202,2031-11-16,282.351,284.11774,284.08612,281.5392,284.6946,283.68817,283.48663,283.80362,283.69598,282.8318,281.19183
203,2031-12-16,278.24097,280.11395,281.1515,278.34167,281.3054,280.835,280.68402,279.34338,280.3209,282.02182,278.33817
204,2032-01-16,277.75974,276.96158,281.08926,276.6348,279.32043,276.38812,277.07916,279.1934,278.47455,279.5461,276.7824
205,2032-02-15,278.10687,277.89795,279.47006,279.30313,278.51544,277.30603,278.03748,279.25763,276.77075,279.4002,277.84317
206,2032-03-16,277.63925,278.04855,280.5215,279.3066,280.02756,277.8886,280.6928,279.7109,277.944,277.77472,279.28903
207,2032-04-16,281.40485,283.2191,281.80185,281.1199,279.14545,281.03006,282.6496,281.66592,280.6052,280.99472,281.312
208,2032-05-16,285.461,284.6567,284.44614,283.3562,284.03018,282.0824,285.71143,283.81674,283.61212,284.09314,284.30573
209,2032-06-16,291.3926,288.74536,288.18655,287.51373,289.66394,288.94287,289.88638,289.04996,287.3224,289.18073,288.4287
210,2032-07-16,293.121,292.36722,291.94232,291.47336,292.3779,293.45944,292.55872,292.75925,291.63373,291.7926,292.32532
211,2032-08-16,293.62988,294.06967,294.95898,294.037,292.63336,290.9298,292.56573,295.08945,292.46564,294.29773,293.17892
