,time,r1i1p1f1,r2i1p1f1,r3i1p1f1
295,2039-08-16,293.11707,292.92126,291.42395
296,2039-09-16,291.51532,290.2389,292.11627
297,2039-10-16,288.78784,287.02545,288.7074
298,2039-11-16,281.36026,281.9518,284.5589
299,2039-12-16,280.1844,282.79324,281.8699
300,2040-01-16,278.57202,279.66296,280.55566
301,2040-02-16,279.24673,280.15686,279.4063
302,2040-03-16,281.3031,280.65283,280.06354
303,2040-04-16,284.5949,281.3482,281.5472
304,2040-05-16,286.95056,286.08466,284.175
305,2040-06-16,287.57727,288.6385,287.17258
306,2040-07-16,291.29398,291.18427,291.91092
307,2040-08-16,291.16476,292.29086,290.504
308,2040-09-16,291.7632,290.19272,288.95456
309,2040-10-16,287.55594,285.2754,285.98605
310,2040-11-16,283.36078,282.6636,283.57422
311,2040-12-16,281.4533,281.9615,281.37503
312,2041-01-16,277.74185,281.27258,278.81808
313,2041-02-16,279.84497,279.37103,278.46042
314,2041-03-16,279.46472,282.77954,280.98196
315,2041-04-16,280.17175,284.18546,282.1606
316,2041-05-16,284.7505,285.57034,283.81985
317,2041-06-16,287.99585,288.35056,286.1623
318,2041-07-16,291.06607,292.38583,291.3269
319,2041-08-16,292.1394,293.21292,293.42764
320,2041-09-16,289.748,292.3588,291.8903
321,2041-10-16,285.21405,287.89783,287.58896
322,2041-11-16,279.73917,284.5954,284.11758
323,2041-12-16,279.27597,281.9207,281.5302
324,2042-01-16,280.39716,281.78345,280.32346
325,2042-02-16,280.3104,280.32364,279.7106
326,2042-03-16,280.76782,280.55185,280.79324
327,2042-04-16,282.92725,283.5521,282.50708
328,2042-05-16,286.13913,287.00583,285.41586
329,2042-06-16,287.8359,290.62003,290.00272
330,2042-07-16,290.4078,291.0021,289.61768
331,2042-08-16,292.0712,293.128,292.7084
332,2042-09-16,289.8773,293.28995,292.03787
333,2042-10-16,285.23138,287.92596,288.4144
334,2042-11-16,282.5277,282.85388,284.14413
335,2042-12-16,282.02057,282.35272,280.83133
336,2043-01-16,277.1924,279.8824,278.98877
337,2043-02-16,276.5712,279.07855,278.6778
338,2043-03-16,279.26633,277.57022,278.1715
339,2043-04-16,280.5424,280.50348,280.94568
340,2043-05-16,283.4422,284.68298,286.24136
341,2043-06-16,288.209,289.34528,291.1984
342,2043-07-16,292.6963,291.53183,291.16928
343,2043-08-16,291.9614,291.4737,290.22946
344,2043-09-16,289.78967,290.62595,290.42014
345,2043-10-16,286.43423,285.5123,286.06537
346,2043-11-16,284.29507,283.20895,281.53876
347,2043-12-16,281.38678,280.99683,281.8735
348,2044-01-16,280.45267,281.18378,281.29306
349,2044-02-16,281.36182,280.9646,279.72055
350,2044-03-16,281.8953,280.9216,279.84125
351,2044-04-16,282.12592,283.42358,282.08118
352,2044-05-16,284.79877,284.96225,285.414
353,2044-06-16,290.80215,288.64612,288.62225
354,2044-07-16,290.33096,292.4237,292.56458
355,2044-08-16,293.30832,291.1053,291.2923
356,2044-09-16,291.54977,289.16583,291.2319
357,2044-10-16,286.92072,287.88977,289.416
358,2044-11-16,281.89496,282.46274,283.60913
359,2044-12-16,281.7376,281.86948,280.4233
360,2045-01-16,280.21298,279.91794,281.06613
361,2045-02-16,277.27402,280.32364,277.7305
362,2045-03-16,280.6513,280.6359,280.4987
363,2045-04-16,283.10107,282.06894,282.4829
364,2045-05-16,285.1811,283.05225,284.5231
365,2045-06-16,289.42395,288.57135,288.9466
366,2045-07-16,290.94296,291.0452,294.18753
367,2045-08-16,291.79318,292.18216,292.89154
368,2045-09-16,290.4853,290.85352,290.06357
369,2045-10-16,287.04498,286.6062,286.08322
370,2045-11-16,283.01596,281.21072,281.56036
371,2045-12-16,278.50726,279.69376,280.40176
372,2046-01-16,281.0188,275.5499,280.55612
373,2046-02-16,279.88452,276.83954,280.69794
374,2046-03-16,280.36182,278.69955,279.41342
375,2046-04-16,282.96652,281.6047,281.50656
376,2046-05-16,284.89703,282.9098,285.557
377,2046-06-16,289.62537,288.84558,288.40515
378,2046-07-16,291.2823,292.2259,290.04526
379,2046-08-16,294.29544,291.9412,290.84985
380,2046-09-16,289.03284,291.23975,291.47318
381,2046-10-16,287.55212,287.13602,288.89215
382,2046-11-16,282.82083,284.297,282.52603
383,2046-12-16,278.75372,280.67532,280.17163
384,2047-01-16,277.30215,280.97528,277.50058
385,2047-02-16,277.2568,278.63968,279.1972
386,2047-03-16,281.8941,280.15762,278.60397
387,2047-04-16,282.1569,283.9794,279.3612
388,2047-05-16,284.71747,286.7573,283.79834
389,2047-06-16,286.95114,289.65387,289.6563
390,2047-07-16,290.71436,292.3327,290.342
391,2047-08-16,291.65857,293.04352,292.10977
392,2047-09-16,292.138,289.77875,291.60754
393,2047-10-16,287.5212,288.8357,287.8388
394,2047-11-16,284.6039,283.88403,283.4386
395,2047-12-16,282.1931,283.56686,281.27863
396,2048-01-16,279.0749,281.89255,281.21118
397,2048-02-16,281.35913,281.89685,280.67447
398,2048-03-16,283.39413,281.33243,279.60925
399,2048-04-16,283.36707,284.16635,280.01672
400,2048-05-16,287.64282,285.8882,284.4338
401,2048-06-16,290.5487,290.83548,289.29062
402,2048-07-16,292.49164,292.11932,291.10754
403,2048-08-16,291.48233,293.80032,290.77673
404,2048-09-16,291.76123,292.15018,290.19403
405,2048-10-16,286.8168,289.93576,285.51767
406,2048-11-16,283.01236,283.633,283.4543
407,2048-12-16,281.76978,282.7307,279.4395
408,2049-01-16,279.0153,279.32397,279.24603
409,2049-02-16,279.36917,278.1888,279.76102
410,2049-03-16,280.64594,280.01404,281.33508
