,time,r1i1p1f2,r2i1p1f2,r3i1p1f2,r4i1p1f2,r5i1p1f2,r6i1p1f2
88,2022-05-16,287.88366078396274,287.7494333524115,287.8445689100448,287.8638850893705,288.14703120103604,287.8577691407157
89,2022-06-16,288.61747525886216,288.65485978196403,288.62801569553244,288.6859565799497,289.00845654467315,288.7353163704029
90,2022-07-16,289.1639446750248,289.0260726001421,289.0164249627582,289.10620163454075,289.50104672214246,289.1576405626671
91,2022-08-16,289.08377219202606,289.09534209489453,288.9280988487227,289.07495438287805,289.42382479287426,288.98475962662394
92,2022-09-16,288.4014876473635,288.31740137574184,288.2354140436111,288.37868967203224,288.60882382805465,288.44586749892346
93,2022-10-16,287.2579229209013,287.19083949539225,287.18068632645384,287.16135686954675,287.4028021080382,287.27457903705766
94,2022-11-16,286.17450239261046,286.0047273157853,286.27348202161977,285.97763653800513,286.20382280962247,286.3243593133472
95,2022-12-16,285.5742412129428,285.1682267631133,285.4794514199597,285.0412396770963,285.6703075551214,285.4392776267976
96,2023-01-16,285.3920488281742,285.04311998857736,285.2665036202782,284.792920177639,285.67783401619306,285.2877342646904
97,2023-02-15,285.65394158811046,285.5587167048384,285.63160090932934,285.19951274520105,285.6104280198076,285.46167759546
98,2023-03-16,286.2612306257428,286.1231504450077,286.39044562021,285.9129233876517,286.30010589011664,286.3878302411733
99,2023-04-16,287.2972230859811,286.9847668580096,287.25926781173206,286.73697263128264,287.3449175631957,287.1510895253749
100,2023-05-16,287.97388468858287,288.07277633074807,288.14404699621934,287.6424106217144,288.1410704225506,288.0143275621045
101,2023-06-16,288.8797206025384,288.91949862549126,288.9100583416455,288.5050165007364,288.9942407859335,288.9426571349895
102,2023-07-16,289.3501714552331,289.31985068731467,289.52277111421205,289.03774766736615,289.5369654198986,289.2985848166066
103,2023-08-16,289.2471709245105,289.2089512361416,289.27075817492425,288.9637409175129,289.38453651491056,289.15418383867575
104,2023-09-16,288.6218138792009,288.41572086544966,288.5131555393045,288.26438649342595,288.74488473435076,288.6062582887516
105,2023-10-16,287.5413552520524,287.3467827037429,287.3309127988732,287.3585456279554,287.6342406374399,287.5378404960635
106,2023-11-16,286.34749345160566,286.26973947447857,286.3855755117437,286.4647183041351,286.5051021908069,286.4226824626345
107,2023-12-16,285.434890211999,285.2689725483153,285.4588868675453,285.4030188294647,285.687498353773,285.71661210065696
108,2024-01-16,285.4707990270548,285.1434597016705,285.3199629430983,285.23214628566046,285.4608858001498,285.3714819997982
109,2024-02-15,285.491765688822,285.523043149392,285.5372909956858,285.748363497233,285.76241113005017,285.5765557024211
110,2024-03-16,286.06410970738295,286.19995507867196,286.2194400936582,286.4247669277412,286.42766681350025,286.2384225522089
111,2024-04-16,287.01265677404666,287.1834604919114,287.02853048799693,287.3419495933845,287.3597332832363,287.28942270367907
112,2024-05-16,287.94722762199797,288.15190013045805,288.0883080527499,288.2334764986049,288.1827337808143,288.1736363899433
113,2024-06-16,288.7824531418737,288.92404944789564,288.8514720707513,289.13476005541287,289.0083286690107,288.99883466844614
114,2024-07-16,289.2543822200486,289.44878474267256,289.29897397199767,289.53433537965265,289.44663627692654,289.55777566231416
115,2024-08-16,289.3112624766123,289.13308370365723,289.13102686941687,289.2329282298031,289.38143563138317,289.3553420136694
116,2024-09-16,288.4903144310966,288.46089328612743,288.2553986255379,288.38492857140346,288.6331444659693,288.56444902265144
117,2024-10-16,287.4958735860872,287.45036852172666,287.39869292132573,287.5122522421897,287.52064807450614,287.6543123664742
118,2024-11-16,286.3305802475708,286.17781339692556,286.10947470629054,286.23962691653907,286.4401230386986,286.44049721067256
119,2024-12-16,285.6158074066297,285.414451028264,285.6844908208707,285.411056892446,285.7708195731169,285.7435048594013
120,2025-01-16,285.3435574725318,285.06839518992774,285.42066933944903,285.29513817377955,285.49203227971356,285.84573767674476
121,2025-02-15,285.5368431855758,285.20143668492943,285.4908922281898,285.25911769646376,285.5718961953978,286.1622566535633
122,2025-03-16,286.3603136783497,286.11119345117476,286.2468282569609,286.10220257429825,286.3716632124028,286.67006347972307
123,2025-04-16,287.340148130977,287.0134474603489,287.47756607795327,287.1279448556415,287.10556300408723,287.515131231532
124,2025-05-16,288.2399785723221,287.9512831437716,288.04366940038193,288.08583226427845,287.931871117449,288.4466606415408
125,2025-06-16,289.1500161649205,288.85876261401086,288.9126093426302,289.03211868359847,288.936861732041,289.2923320238905
126,2025-07-16,289.4668102191851,289.3805139831215,289.22834561518675,289.39495721018545,289.3058005995434,289.7977694412904
127,2025-08-16,289.3765340689163,289.42823983817425,289.1277414223825,289.33215542619484,289.2721993375348,289.61556543255466
128,2025-09-16,288.6449883821418,288.5147084442476,288.45937393042175,288.56837211697786,288.6009280806876,288.84826450636166
129,2025-10-16,287.54942135927894,287.3518952097766,287.3194282750438,287.4180322605809,287.477388926497,287.7210569278076
130,2025-11-16,286.27091278119434,286.16166481155886,286.0500974908361,286.1485451908944,286.3739513966482,286.52843808856835
131,2025-12-16,285.5468463850425,285.36109678532495,285.32155637001955,285.3262960420359,285.702848513904,285.7926588082052
132,2026-01-16,285.2452195410712,285.31187580411444,285.21403981970786,285.4135365472638,285.1265348502724,285.25575031392293
133,2026-02-15,285.77710079804854,285.72060973594256,285.3756335704292,285.3607778840575,285.6633749263641,285.55103909783804
134,2026-03-16,286.587467851855,286.4200799465825,286.1245909038652,286.1136154882365,286.33274550501295,286.3716980798728
135,2026-04-16,287.2322516125654,287.2956729431359,287.1518853697392,287.2325840233201,287.26860674218216,287.2916815757215
136,2026-05-16,288.10673026524415,288.24352920520937,287.98066624593196,288.13418597183255,288.1427085143351,288.1208047807499
137,2026-06-16,288.966937174488,289.13277630115806,288.78486228395604,288.81295846096964,289.139591442126,289.0258935433048
138,2026-07-16,289.39763454782565,289.49289273814304,289.3909951386323,289.2680719252546,289.53167811223096,289.40159812810924
139,2026-08-16,289.30041108524756,289.30241184804987,289.2656227926904,289.19279322240783,289.39592913819274,289.22302744697066
140,2026-09-16,288.6350971397819,288.55931709524606,288.53901987274895,288.47363407088363,288.7019820095975,288.4927441718504
141,2026-10-16,287.5775784636906,287.5543237947063,287.3766347586165,287.4601666254167,287.6413910967134,287.4919289615683
142,2026-11-16,286.41527195484105,286.3331510182845,286.3565102675702,286.1357947066327,286.5950142032355,286.4042919272934
143,2026-12-16,285.5739418251916,285.55503408236575,285.5347364379886,285.44740002985054,285.8001949320489,285.76923631673895
144,2027-01-16,285.3679282713321,285.1857726969113,285.3720462497077,285.19782187107535,285.591126697328,285.38650574329284
145,2027-02-15,285.53107519299874,285.35551428356365,285.5483233555641,285.30857486781974,285.85202128984224,285.80787542394137
146,2027-03-16,286.16300977978534,285.9838749036156,286.1989009961257,286.14975859683153,286.5858213114366,286.20843358321486
147,2027-04-16,286.98851538177496,286.78962715211566,287.3227937433127,287.1184565791763,287.3699382689246,287.2196319672989
148,2027-05-16,287.9633657666209,287.91270698049067,288.1083008962203,288.0009677588898,288.3808267239101,288.17800668663006
149,2027-06-16,288.94634573220225,288.72957652644243,289.0666300838455,288.85202001968344,289.29069740076187,289.23060981281924
150,2027-07-16,289.3764916954587,289.27889186233654,289.48767215525993,289.32450715488244,289.64805415059163,289.5866555708154
151,2027-08-16,289.2775512208611,289.1203032783021,289.4208445394353,289.14495276383974,289.5180585170855,289.45016576715454
152,2027-09-16,288.58629950573294,288.35903261143994,288.6510111220601,288.6720952998006,288.7803838585781,288.69714825274946
153,2027-10-16,287.4959868329171,287.249956200388,287.57181387798835,287.4334341351741,287.52458491823455,287.7256299659337
154,2027-11-16,286.23505237530634,286.30660468247794,286.4270686827376,286.3170569812541,286.56976700618986,286.61719184100997
155,2027-12-16,285.42512971592583,285.38008060687247,285.64373567158697,285.4807005547354,285.50676870732565,285.7468300029854
156,2028-01-16,285.2809058997979,285.31564430407957,285.30026134586853,285.4874160430961,285.17553981709455,285.68715707241137
157,2028-02-15,285.5114609526036,285.5126996381981,285.90839107451444,285.8385885187772,285.6415284615501,285.82300502734256
158,2028-03-16,286.3354832462585,286.551561351569,286.4989113580105,286.52657104142935,286.39582040418793,286.7618456749961
159,2028-04-16,287.215220607526,287.44504488703905,287.4427871783239,287.42888634826267,287.3802579376549,287.43800487741987
160,2028-05-16,288.2854505994101,288.4554257374537,288.31917523847693,288.33197959450445,288.19471427184624,288.3791726440701
161,2028-06-16,289.0438035193204,289.2397290865052,289.10557165069554,289.18511162277764,288.93246077947856,289.2012926704974
162,2028-07-16,289.41100778411294,289.593989871735,289.43313442036384,289.5814590357058,289.4271827424124,289.56773173904344
163,2028-08-16,289.13570426256416,289.4574021745245,289.33140286440056,289.2904690582034,289.35445006405706,289.51174897742436
164,2028-09-16,288.3061378527414,288.7130908712825,288.4990927861754,288.63089716716195,288.6206672189699,288.60616725675504
165,2028-10-16,287.45424425381464,287.2980426817438,287.47597270273695,287.5875937228962,287.51783624829545,287.62898937802146
166,2028-11-16,286.09562021284296,286.42179343085905,286.23161806143423,286.4254399652958,286.3389996405085,286.2985102003981
167,2028-12-16,285.398723014775,285.5162165286508,285.37046568444873,285.5019900383929,285.68768123013615,285.5194164990636
168,2029-01-16,285.1912046456866,285.26773214217735,285.06232019808095,285.58994423624347,285.3849135485741,285.36113993514044
169,2029-02-15,285.658421354662,285.57386349359984,284.9837091701822,285.8789096631988,285.6124988137264,285.6259836568449
170,2029-03-16,286.27333849542225,286.4184693733389,285.9551611121135,286.27645531449076,286.22429651276695,286.2791216826904
171,2029-04-16,287.15873829750626,287.21565095704415,286.87242672893774,287.2934149299707,287.4039759675913,287.13384783821306
172,2029-05-16,288.1306877027818,287.96532018597173,287.74154519388156,288.1570330973562,288.1438583710817,288.14955399939447
173,2029-06-16,288.8576254348284,288.8190437025554,288.6646447965378,288.9305919417311,289.03894952822327,289.0393878822686
174,2029-07-16,289.36981380941756,289.3192484866489,289.08803479798195,289.4155603099161,289.3076534622875,289.3291633601713
175,2029-08-16,289.3568524457055,289.1612072795457,289.15440132458286,289.20187962196934,289.20793634427645,289.35317352522515
176,2029-09-16,288.60071114491336,288.3890466358387,288.40022246067684,288.5333336191452,288.5581352691449,288.5091542879004
177,2029-10-16,287.53420696696173,287.4728111291477,287.25582921070577,287.31917039572653,287.4408424649166,287.51635029652505
178,2029-11-16,286.41532694269205,286.374260226106,286.22606083994094,286.2836007562868,286.4031114299294,286.34074257384486
179,2029-12-16,285.6091310548934,285.62796217096275,285.502760807771,285.4915028946679,285.58027281124396,285.5082726932005
180,2030-01-16,285.52900986529653,285.2822889454968,285.14018115634343,285.38968171203805,285.40773461844867,285.1624285787371
181,2030-02-15,285.63576313821477,285.47485538153995,285.59979861365815,285.3155667670168,285.5196444393669,285.57366494469915
182,2030-03-16,286.330140874203,286.2009029566099,286.3731448769478,286.05620117270007,286.27858233848565,286.5220113209387
183,2030-04-16,287.32682161236653,287.16109148631426,287.2521520473934,287.15592776560203,287.005275444862,287.18159024046446
184,2030-05-16,288.23979710203383,287.89057826039414,288.2864762314625,288.12348142314886,287.94883812958284,288.2757333240487
185,2030-06-16,289.14445408752545,288.80579170765793,289.16750903802335,289.13291963779,288.87767553505,289.0429281155013
186,2030-07-16,289.4428913942585,289.3649751672682,289.56344724570243,289.49726594943786,289.36438769923956,289.53459125100306
187,2030-08-16,289.42919586731483,289.26502518933955,289.37714748869223,289.3184554631788,289.2740487404117,289.26595509015675
188,2030-09-16,288.82189806416943,288.56217574156193,288.51655015856574,288.6521745788729,288.7143512170864,288.74899996471146
189,2030-10-16,287.4622558980344,287.429081646669,287.4469346035057,287.5554537567586,287.59589723176794,287.6601883024379
190,2030-11-16,286.32478468108866,286.43901800381474,286.2422230310438,286.3718899301411,286.5485590943205,286.65775591881913
191,2030-12-16,285.47396100542113,285.54367359463964,285.5704651169669,285.4553892997351,285.6162529519958,285.65624850469925
192,2031-01-16,285.40123466623305,285.3600297161559,285.5691410880001,285.1568322941598,285.3537250999385,285.75822087405595
193,2031-02-15,285.59646199295423,285.5616000070671,285.6247412884715,285.3688130394754,285.70347836793667,285.82381215332333
194,2031-03-16,286.13163144752906,286.53378057432496,286.45586411817476,286.3303813883329,286.30673633948186,286.4584433208447
195,2031-04-16,287.24220051439494,287.26894442839887,287.41720832452046,287.30105091503265,287.33361641548055,287.2897078621375
196,2031-05-16,288.1903131254251,288.1464384315937,288.23115076465837,288.376383522425,288.0739586503441,288.311518779188
197,2031-06-16,289.0801105522922,288.95364966273024,288.99854218879824,289.23607927395096,288.9360979778925,288.9807802030791
198,2031-07-16,289.62882150252875,289.5048960094207,289.44786112274676,289.7357654248666,289.33637693617385,289.45538342582677
199,2031-08-16,289.69689986962135,289.5331361543076,289.3322632377667,289.49113678187683,289.40849156643577,289.3291815664492
200,2031-09-16,288.7852711158097,288.6562930227447,288.59234413490395,288.75491717747457,288.7177635074314,288.69952274780013
201,2031-10-16,287.55816726876407,287.65165492990013,287.5481268755808,287.67523068623444,287.506576676395,287.64459638814014
202,2031-11-16,286.48187507870284,286.5940819766326,286.31153716168774,286.4862151923513,286.57930167587807,286.47608960091395
203,2031-12-16,285.78275430710625,285.55377424808023,285.60891849837986,285.5653506983354,285.68039038715926,285.72993085335196
204,2032-01-16,285.6570352681263,285.2866918985882,285.3639493980806,285.34851404596105,285.43622968139687,285.42128907488296
205,2032-02-15,285.9418382252109,285.7008985150237,285.471479668729,285.5743702592174,285.6594405958833,285.70846620848744
206,2032-03-16,286.5386338813797,286.36881972823113,286.35627715049077,286.2276347098232,286.55420896666305,286.3825130392589
207,2032-04-16,287.27704813785357,287.31802822990926,287.4730685127336,287.25616262933846,287.436238427878,287.5504474307559
208,2032-05-16,288.2884403688191,288.11160700687947,288.32708380168697,288.26552962625755,288.17951286452177,288.3869727537803
209,2032-06-16,289.1505029306716,289.0202591708598,289.25775016667586,289.0817521553623,289.1444502730634,289.293926487143
210,2032-07-16,289.6132856668917,289.4913881967635,289.5593451811093,289.4646448114755,289.4944794560587,289.6551840399874
211,2032-08-16,289.4613432804266,289.3846101783979,289.46026541092834,289.38284955960984,289.4964158563023,289.59903657554094
212,2032-09-16,288.5833593306108,288.68093581025096,288.6692122229095,288.6562224916322,288.6258894682149,288.84986528101075
213,2032-10-16,287.44858209617456,287.50244769326576,287.5049381988434,287.481336423703,287.6035055177748,287.7862331019691
214,2032-11-16,286.4406015838049,286.3513016304909,286.2860013743562,286.6338032573812,286.4701250866185,286.6607484718892
215,2032-12-16,285.7721408664092,285.6403660154245,285.527798176564,285.92634138258546,285.6712995784725,285.95561050963624
216,2033-01-16,285.8048239420069,285.66057537559817,285.4189688522716,285.5368976867222,285.7465794551165,285.64556768591063
217,2033-02-15,285.7603728672827,285.7578692726415,285.57456771308495,285.7267443793088,285.71477788854924,285.72951973405435
218,2033-03-16,286.4837866948351,286.32197193082004,286.2071980259125,286.3328168492572,286.50000132858486,286.49523805101705
219,2033-04-16,287.4224815341861,287.31887055583366,287.1031539559426,287.41360002844544,287.36291183799307,287.2803322391235
220,2033-05-16,288.3910164368329,288.2861966598756,288.11950720889746,288.398387289153,288.44052679283914,288.4014660969262
221,2033-06-16,289.1748870848225,289.1248070888467,289.041199342921,289.1891258055189,289.25670379567333,289.47943987637655
222,2033-07-16,289.6583198957948,289.4465114799441,289.53066785581854,289.5751888233799,289.6394089688747,289.8429558141433
223,2033-08-16,289.4860666349614,289.2797968950559,289.47878350884446,289.65622488125825,289.54241972066205,289.6404270268211
224,2033-09-16,288.6479128772971,288.553360250812,288.5518361174947,288.89991601886163,288.67097348817254,288.87932910947313
225,2033-10-16,287.6526205468493,287.46480679151017,287.5680370747554,287.80616994328284,287.77028897278586,287.93036142737213
226,2033-11-16,286.62160227891434,286.2179561201171,286.4118967369225,286.7123238046097,286.63165418508555,286.76021935787395
227,2033-12-16,285.7432788599952,285.4678894999346,285.7867775958328,285.8387983633272,285.9719858798589,285.89389793914637
228,2034-01-16,285.64301049444765,285.3348317106956,285.5113075547318,286.0301887030511,285.5611386758323,285.8145162956384
229,2034-02-15,285.6407437866096,285.6498869076162,285.7133559378141,286.2982428857348,285.78002241133646,286.16517927027013
230,2034-03-16,286.2894347022065,286.3884609108774,286.3302585418466,286.5434660375192,286.4617999944144,287.06681880683
231,2034-04-16,287.45978068045804,287.3543178231217,287.32374158733967,287.5712595657828,287.55572824493703,287.7144413455661
232,2034-05-16,288.3403876590864,288.1675858447021,288.19182048415365,288.45226451383695,288.588170252116,288.58576102815704
233,2034-06-16,289.12638715918314,289.11601576061315,289.01841921948164,289.39901310648094,289.4387961590125,289.5445621261966
234,2034-07-16,289.6094399328701,289.7184804437247,289.66757424489947,289.76896843499145,289.85123752344856,289.9201265843456
235,2034-08-16,289.49470202652805,289.390866603087,289.7165908567358,289.51640374479115,289.60259044360913,289.7893836479063
236,2034-09-16,288.7846369207957,288.7713284495531,288.85302546158465,288.8296022546238,288.8683265438035,288.8174419032153
237,2034-10-16,287.5961560992689,287.5413627506546,287.82362456673053,287.7929014991066,287.94737390397404,287.7664350255904
238,2034-11-16,286.5263578225164,286.60407444297846,286.5496212272494,286.6635301277459,286.64981411931205,286.8518330132488
239,2034-12-16,285.83616845051074,285.8443776178739,285.8817452575242,285.94068295642927,285.8072656310807,286.0237673476643
240,2035-01-16,285.3670906769847,285.5209773191263,285.7346357376876,285.39730890221006,285.8505851180308,285.58109197943395
241,2035-02-15,285.11877773123155,285.7717905870771,285.9148810194567,285.70072695285506,286.2719027034095,285.6866580934162
242,2035-03-16,286.04642510671374,286.47728595166006,286.3747216488544,286.30216313229033,286.74665327124376,286.35396541438377
243,2035-04-16,286.93356597791654,287.47943710788695,287.59135067879197,287.3010682254622,287.6707964524105,287.5029184407624
