,time,r1i1p1f1,r2i1p1f1,r3i1p1f1
93,2022-10-16,288.93758052037754,288.9816122755579,288.8458855929759
94,2022-11-16,287.73116343721625,287.95655543173604,287.8819284108169
95,2022-12-16,286.82780584257694,287.13438168833983,287.20264123743476
96,2023-01-16,286.5840743467499,286.89927383673654,286.90656355018996
97,2023-02-16,286.9315652243904,287.1508084981822,287.1877336218801
98,2023-03-16,287.6438791605277,287.94829257009116,287.92720393927414
99,2023-04-16,288.65539460343473,288.7290747397068,288.6829859158898
100,2023-05-16,289.43165399015277,289.585935329604,289.5571950387812
101,2023-06-16,290.26934326999094,290.4152843431568,290.5159160821513
102,2023-07-16,290.87904857541986,290.99837199111596,291.0366116481599
103,2023-08-16,290.6136698474804,290.70300445934146,290.80095191419133
104,2023-09-16,289.7393110601607,289.9034479791262,289.9090954589168
105,2023-10-16,288.757045067567,288.966277122163,288.9337065557471
106,2023-11-16,287.8337003860387,287.82008111935664,287.98147386860524
107,2023-12-16,287.097479546888,287.0163405340895,287.2108205258335
108,2024-01-16,286.86710999771196,286.9191742332252,286.79559414308386
109,2024-02-16,286.87526029705134,286.98730097444684,287.16758675602176
110,2024-03-16,287.69966485900716,287.8361465320459,287.91097995693656
111,2024-04-16,288.34966232896045,288.8709780943557,288.8718062417549
112,2024-05-16,289.5453889266722,289.62628277714236,289.77469058902943
113,2024-06-16,290.39505204123714,290.58499543198224,290.66661013201133
114,2024-07-16,290.8712431115948,291.0395047560464,291.1978914859101
115,2024-08-16,290.74132348024756,290.8378879101712,290.8340187758008
116,2024-09-16,289.9820143747593,290.1017165399115,290.156733708422
117,2024-10-16,288.7972838537275,288.99102917533503,289.2341119673118
118,2024-11-16,287.7633951888292,287.95322178658967,288.0710024462829
119,2024-12-16,286.97012101266273,287.13075861607183,287.4304281417062
120,2025-01-16,286.5291199401771,286.99137742967014,287.0136473040193
121,2025-02-16,286.658255750671,287.2270258394756,287.38870612206637
122,2025-03-16,287.62969548832825,287.9853248046565,288.1343330175383
123,2025-04-16,288.61320231826437,288.69681038184723,288.78770597780937
124,2025-05-16,289.5164257558949,289.62683518676016,289.67865418560154
125,2025-06-16,290.38229854711483,290.50206664079684,290.50418870825104
126,2025-07-16,291.0141995212341,291.0931291080145,291.08708739133044
127,2025-08-16,290.82883691585647,290.89843237538645,290.9987980877978
128,2025-09-16,289.9089597556239,290.0218785185989,290.00929296554
129,2025-10-16,288.9670566500255,289.18015114662376,289.1748813652375
130,2025-11-16,287.9765789618847,288.16599354441274,288.06562186017715
131,2025-12-16,287.2927690632118,287.30462814725286,287.18153989467464
132,2026-01-16,287.0078748016454,287.0217087189297,286.84917210740343
133,2026-02-16,287.32366899394333,287.53291055848706,287.03888939219274
134,2026-03-16,287.9011502453631,287.99588084497805,287.91922306498424
135,2026-04-16,288.8390095816541,288.9585943497772,288.7538470994055
136,2026-05-16,289.7378280582349,289.7278987753675,289.668320046684
137,2026-06-16,290.7096791794581,290.6374144460297,290.5567462498474
138,2026-07-16,291.1353248862845,291.08031092831783,291.1021181460347
139,2026-08-16,290.87382750171867,290.86992387994,290.9999381883702
140,2026-09-16,289.98660920408344,290.07960682419787,290.0845337553998
141,2026-10-16,289.0355133218165,289.0932348220763,289.11531048417334
142,2026-11-16,287.8541991621447,288.1959963325204,288.1879648270978
143,2026-12-16,287.103313518253,287.27370820026624,287.203076496868
144,2027-01-16,286.8692076276105,287.2110211299993,286.9468448368356
145,2027-02-16,287.05607285960264,287.3494912782776,287.2775236194164
146,2027-03-16,287.75995625337083,287.883125223566,288.07519565163415
147,2027-04-16,288.73403762083746,288.81300751471395,288.7956589882393
148,2027-05-16,289.50159508997484,289.5445807524346,289.6897924767841
149,2027-06-16,290.4330081143355,290.42514862989606,290.7168841085763
150,2027-07-16,290.94317659516906,291.06364119104165,291.0640873146782
151,2027-08-16,290.76514812211184,290.9513176348475,290.8157666122453
152,2027-09-16,289.95157608654324,289.988933773196,290.10760383115587
153,2027-10-16,288.9188440725835,288.86866146281903,289.112382249263
154,2027-11-16,287.9805697697569,287.93004425542244,288.0409148039538
155,2027-12-16,287.1765687585189,287.0110279687129,287.174288487378
156,2028-01-16,286.91247865825153,286.65773693958437,286.91156504412095
157,2028-02-16,287.3262012295883,287.0220781206212,287.1857091892455
158,2028-03-16,288.01214982777634,287.6889529782376,288.07595143923754
159,2028-04-16,288.7070126511847,288.5256177280488,288.6965704238869
160,2028-05-16,289.7660357602177,289.4406643096549,289.64795344213155
161,2028-06-16,290.6384065632038,290.4730210593053,290.49358634959526
162,2028-07-16,291.1422308439426,290.9341248755582,290.8875271673128
163,2028-08-16,290.9281838435874,290.8337457687156,290.76368085430835
164,2028-09-16,290.0164365313886,290.0100638224605,289.92488847538294
165,2028-10-16,289.2075461449822,289.1435184120988,289.0302721939371
166,2028-11-16,288.36832452857806,288.02038468800424,288.06453753447596
167,2028-12-16,287.4535957649767,287.2510478006754,287.371222894511
168,2029-01-16,287.36559457185723,286.88039220242916,287.0194620807537
169,2029-02-16,287.6985059072261,287.13695848209863,287.16798184246534
170,2029-03-16,288.29943232060856,287.9140617774995,287.78088555190584
171,2029-04-16,288.9821459626252,288.83002469266773,288.8603022735841
172,2029-05-16,289.7662109430001,289.78559532900283,289.7001286772316
173,2029-06-16,290.5398176042463,290.5643557936674,290.52636652009846
174,2029-07-16,290.9898610470094,291.0670104641327,291.02083352510374
175,2029-08-16,290.86186230017046,290.9314767607479,290.9250876214295
176,2029-09-16,290.0766073313915,290.0376460697961,290.0938717990041
177,2029-10-16,289.10665946442896,288.9179520834034,289.0541670559849
178,2029-11-16,287.93557765611814,288.0395499012395,287.9871934202858
179,2029-12-16,287.1421786779584,287.5647956568518,287.3855941779235
180,2030-01-16,286.8485844091309,287.22828993298225,287.1220918537617
181,2030-02-16,287.20679181814825,287.33811370853454,287.34275897214485
182,2030-03-16,287.77826353742796,287.82875559976765,288.01234191788336
183,2030-04-16,288.6752796258422,288.65763703425085,288.83110692359634
184,2030-05-16,289.6093353056141,289.7854642237229,289.80948056152636
185,2030-06-16,290.49210354018714,290.56153176112167,290.743566962725
186,2030-07-16,291.0468894501195,291.1201438647135,291.245820477333
187,2030-08-16,290.87087859349987,290.89767250392663,290.93267016324097
188,2030-09-16,290.1791175452868,290.04888491639053,290.1720952410712
189,2030-10-16,289.17349190708336,289.04767406763676,289.1651507934039
190,2030-11-16,288.04222478470194,287.9826739897207,288.15354541689754
191,2030-12-16,287.5383887095194,287.19705051676516,287.606103715728
192,2031-01-16,287.3858547400695,287.2494569404126,287.24689839108095
193,2031-02-16,287.3395898583696,287.18077044305085,287.3986697373453
194,2031-03-16,288.0647490917611,287.9558710457493,287.9043791328534
195,2031-04-16,288.95369618510557,288.8165646874202,288.85263881405825
196,2031-05-16,289.84295997789684,289.6372621973404,289.68873520895744
197,2031-06-16,290.73392514125425,290.6650947439504,290.6620922512255
198,2031-07-16,291.315313829646,291.207783671961,291.15934266388666
199,2031-08-16,290.96427040880025,290.9548720392454,291.05887905548315
200,2031-09-16,290.033925980317,290.11475235042985,290.21258303307627
201,2031-10-16,289.20115446396517,289.25357271107424,289.2010426911968
202,2031-11-16,288.2168853611551,288.2000126057393,288.1895104582601
203,2031-12-16,287.28828374320426,287.5137237664274,287.3727550156925
204,2032-01-16,287.13982326105923,287.25851476072864,287.0189675127689
205,2032-02-16,287.24822375946945,287.3783518518388,287.35656781874707
206,2032-03-16,288.12480301343265,288.0888234674227,288.1718443215493
207,2032-04-16,289.01211800937904,288.866924430026,288.958810156743
208,2032-05-16,289.76482350978927,289.82121165507635,289.8691028065909
209,2032-06-16,290.7629801322216,290.78582154717225,290.6571969398447
210,2032-07-16,291.1627985033372,291.2587211478022,291.2070069502685
211,2032-08-16,291.04138740171953,291.09428100180065,291.05420908693105
212,2032-09-16,290.13454786805005,290.3205053402921,290.13370175347615
213,2032-10-16,289.0466682574805,289.22432273352126,289.1309415506283
214,2032-11-16,288.0871834515977,288.2803795304579,288.2444041563945
215,2032-12-16,287.40097671223975,287.6837466576787,287.4710886538194
216,2033-01-16,287.2419638352418,287.2474182478181,287.1975395106365
217,2033-02-16,287.4618070795733,287.40559521270393,287.4224415181685
218,2033-03-16,288.06902801220514,288.12949995777706,288.0984048895092
219,2033-04-16,288.91138319049054,289.07200385775946,288.87093637747506
220,2033-05-16,289.71947575102894,289.9303993123952,289.9069676472412
221,2033-06-16,290.5946784126771,290.7345265043895,290.67591000549106
222,2033-07-16,291.16221318927353,291.2428099454149,291.28458152701745
223,2033-08-16,290.8959535209493,291.00646925962826,291.05728211742945
224,2033-09-16,290.01741740319625,290.2102732980701,290.40335505730314
225,2033-10-16,289.0569590492591,289.0634943461851,289.1482188512148
226,2033-11-16,288.2264723656776,288.2060320723913,288.22271899020683
227,2033-12-16,287.2885244581385,287.6025628408197,287.44585071780665
228,2034-01-16,287.05488679452753,287.1825081917351,287.35626581213353
229,2034-02-16,287.2572746226465,287.47888499160166,287.5788640489814
230,2034-03-16,287.98869558048636,288.19833672168056,288.1213953280183
231,2034-04-16,289.07123610342586,289.1558292803648,288.92872662203877
232,2034-05-16,289.86558633009304,289.94687977348934,289.8737009384211
233,2034-06-16,290.79390711405847,291.0383530920484,290.66634908917644
234,2034-07-16,291.35415667464866,291.44108376521444,291.2270863559953
235,2034-08-16,291.19611586923986,291.2161330233822,291.0418342244978
236,2034-09-16,290.3643137293955,290.36666608520443,290.2323665601862
237,2034-10-16,289.4559023820101,289.28089577623103,289.27062895941225
238,2034-11-16,288.3605663148688,288.37654708122034,288.23423075962427
239,2034-12-16,287.73370725003787,287.7032442753712,287.42856655009723
240,2035-01-16,287.2691948930045,287.42063542180193,287.2269184332196
241,2035-02-16,287.6552427905171,287.61365288038735,287.4625002266137
242,2035-03-16,288.0871681480094,288.5352881395876,288.20453466004824
243,2035-04-16,289.0317091494438,289.3046574179935,288.95469898937415
244,2035-05-16,289.92637024454416,290.1647371397395,289.9560974011045
245,2035-06-16,290.811811195259,291.0273907260961,290.9980499875035
246,2035-07-16,291.4122782937765,291.54685358235037,291.50955130060083
247,2035-08-16,291.30115372651494,291.2847944963619,291.2333958706309
248,2035-09-16,290.36328072430973,290.39415252382497,290.48748210883906
249,2035-10-16,289.2690056242503,289.5080991030767,289.49905046770886
250,2035-11-16,288.35610182209655,288.5147662851221,288.3955932470259
251,2035-12-16,287.5737730016349,287.7215509004946,287.64598705647126
252,2036-01-16,287.4264282969372,287.51823647021365,287.44296629987946
253,2036-02-16,287.70851469438014,287.6281118784573,287.6991708612092
254,2036-03-16,288.1216757544645,288.4669462176135,288.2083867889861
255,2036-04-16,289.0479458642235,289.323364854028,289.1276767558949
256,2036-05-16,289.87488704051293,290.09651924844246,290.0027316439975
257,2036-06-16,291.0061876543151,290.8970983029411,290.8250264568573
258,2036-07-16,291.4526984576912,291.4307062857515,291.3821301381706
259,2036-08-16,291.20416483562695,291.3354426926362,291.1615937067273
260,2036-09-16,290.56971373482446,290.4577990927559,290.321777711332
261,2036-10-16,289.5559044688131,289.534169281155,289.38010035631964
262,2036-11-16,288.56904818377427,288.6008601261132,288.42412827999766
263,2036-12-16,287.7912935228386,287.71809270817437,287.85166867791884
264,2037-01-16,287.55676955460655,287.612730009434,287.4808137272345
265,2037-02-16,287.98335961391666,287.7926874267225,287.4950374400213
266,2037-03-16,288.485868404496,288.3038925374586,288.1804525006296
267,2037-04-16,289.32063889349615,289.1359663744345,288.9648450885231
268,2037-05-16,290.15409581825514,289.9963721093248,289.9046876622892
269,2037-06-16,291.04470767734415,290.8620779177954,290.82437193670205
270,2037-07-16,291.6879354986334,291.5315580790034,291.43054640889926
271,2037-08-16,291.3903721177455,291.19085526568574,291.1613203213868
272,2037-09-16,290.432397128828,290.44737900764227,290.3423963455988
273,2037-10-16,289.44282325816226,289.4496444947571,289.2608826866608
274,2037-11-16,288.57034990884347,288.52700706185897,288.1734653979659
275,2037-12-16,287.94832593933967,287.5822698853837,287.684227981183
276,2038-01-16,287.59564004509525,287.56925683723597,287.41473431428153
277,2038-02-16,287.7022878270394,287.77025005062274,287.53359272418277
278,2038-03-16,288.40445546313146,288.49119194802086,288.24360861521217
279,2038-04-16,289.28455130841195,289.2367780876178,289.1407403560788
280,2038-05-16,290.06980337701805,290.0710296199873,289.9650980985224
281,2038-06-16,291.04463590884615,290.90556889641283,290.87916970172034
282,2038-07-16,291.64516525888655,291.44726475935283,291.5650106483632
283,2038-08-16,291.39299215648356,291.2688965038859,291.26122178161745
284,2038-09-16,290.64537103051276,290.4203504756433,290.3287584855399
285,2038-10-16,289.6766589663712,289.44542684469263,289.3723330224031
286,2038-11-16,288.609529567303,288.5180367902809,288.26128278451245
287,2038-12-16,287.9708280782418,287.80661773229,287.70619277123546
288,2039-01-16,287.8795865844748,287.5586059446537,287.32980434602354
289,2039-02-16,287.8825247751171,287.5430830725081,287.54992000067364
290,2039-03-16,288.68028684871473,288.2291882925781,288.2529469764008
291,2039-04-16,289.31949632904707,289.26405827180844,289.13115046080065
292,2039-05-16,290.0990732300524,290.01647733386443,290.0645384389381
293,2039-06-16,291.12265438784516,291.06577285265666,290.90486053753057
294,2039-07-16,291.59046788828346,291.67301003490473,291.49688858673954
295,2039-08-16,291.4230837977972,291.2578069365436,291.142596610223
296,2039-09-16,290.58761590516866,290.4683849476767,290.3595215316528
297,2039-10-16,289.64892829205417,289.5171193512866,289.4439380681154
298,2039-11-16,288.5864832360175,288.6151689629724,288.3926665935724
299,2039-12-16,287.86113376895105,287.974739142443,287.5960667973449
300,2040-01-16,287.66723793785474,287.5738964522984,287.4043011822487
301,2040-02-16,287.9660395060249,288.0046125202481,287.5299377389233
302,2040-03-16,288.64376374615955,288.43058432160973,288.24992642323014
303,2040-04-16,289.38316788072365,289.2908741416447,289.07307706060703
304,2040-05-16,290.1486346208669,290.1804625111789,289.905158626458
305,2040-06-16,291.151002000326,291.14559850099386,290.8404108874031
306,2040-07-16,291.6517769099642,291.6287174096684,291.4173892607643
307,2040-08-16,291.36711572939566,291.4053122090762,291.2313285865494
308,2040-09-16,290.4881571306873,290.4469309499178,290.53252922309326
309,2040-10-16,289.69641085530867,289.57931402387885,289.6024197666456
310,2040-11-16,288.53982137710415,288.6903039077286,288.63697437349276
311,2040-12-16,287.8444702165808,287.90964150883195,287.9177452597513
312,2041-01-16,287.6490094616966,287.53105478957303,287.83780790806776
313,2041-02-16,287.8825334220395,287.92224425124897,288.0100855248393
314,2041-03-16,288.66391075762255,288.51282163364164,288.6200027780461
315,2041-04-16,289.2773610477296,289.35237557996527,289.3929710586536
316,2041-05-16,290.2168033861125,290.33328226568227,290.0780893967565
317,2041-06-16,290.9936265386735,291.1500377995564,291.00311493972157
318,2041-07-16,291.6497299409952,291.66383648614567,291.5759130643169
319,2041-08-16,291.5741131296561,291.51941789790163,291.47396323955695
320,2041-09-16,290.74870839545105,290.6481057602104,290.58806878938566
321,2041-10-16,289.77063796180664,289.45838087540625,289.7405198419831
322,2041-11-16,288.7059780327157,288.5991347195477,288.638098919675
323,2041-12-16,287.89252356347373,288.16484575339,287.78913742953193
324,2042-01-16,287.667548879292,287.8933941277558,287.57484234637553
325,2042-02-16,287.9345777385917,288.0072230899342,287.9256323101814
326,2042-03-16,288.53325171019327,288.4341468042112,288.55720342167655
327,2042-04-16,289.25631710246273,289.3552679472878,289.26569976951606
328,2042-05-16,290.19728878426577,290.3441020312348,290.1291779186137
329,2042-06-16,291.1258844918976,291.2225269398045,291.02726218226366
330,2042-07-16,291.7569003516463,291.61210450952126,291.5130964003995
331,2042-08-16,291.3620365455952,291.5406689400783,291.40716676584464
332,2042-09-16,290.508928543727,290.6547865767309,290.61240148864846
333,2042-10-16,289.56090547701046,289.58926285756394,289.7722876264173
334,2042-11-16,288.5183594694642,288.48837130376,288.75106730275235
335,2042-12-16,287.81152068692455,287.8662025670059,287.8496106163541
336,2043-01-16,287.5628364894617,287.713784563834,287.60419494914873
337,2043-02-16,287.93835926697307,287.7940622960346,287.8543174160302
338,2043-03-16,288.48524099919973,288.60328406472706,288.7159551498903
339,2043-04-16,289.3595171441611,289.2992552706664,289.5086489146445
340,2043-05-16,290.22350528526164,290.40129703486156,290.3905263949917
341,2043-06-16,291.03557044842404,291.14421781888774,291.21267050537716
342,2043-07-16,291.45420456009606,291.60692877026685,291.9242166610105
343,2043-08-16,291.28986974328126,291.3979101439081,291.54037907887533
344,2043-09-16,290.4973555550572,290.5996316433786,290.68656749082714
345,2043-10-16,289.54101912429155,289.56356346917966,289.8139273819851
346,2043-11-16,288.4438802651102,288.63315267579225,288.8863524708156
347,2043-12-16,287.86593742900754,287.886244478548,288.18942929885833
348,2044-01-16,287.73982199306596,287.82015458356307,287.9627719398316
349,2044-02-16,287.7385225295684,287.70214859424135,288.0229254814515
350,2044-03-16,288.4959965671393,288.55238216836995,288.67258587607654
351,2044-04-16,289.3066267237852,289.39484972213864,289.3870077970106
352,2044-05-16,290.1829954747039,290.09460891293276,290.2650830445195
353,2044-06-16,290.9940713209634,291.1391239355316,291.1055485263136
354,2044-07-16,291.5037187833349,291.5764865434834,291.789876625615
355,2044-08-16,291.3969484081998,291.3806011061994,291.597612874147
356,2044-09-16,290.4710769506671,290.6290376708262,290.69238663720387
357,2044-10-16,289.7369076024647,289.59199586564966,289.5702273323037
358,2044-11-16,288.59366482576615,288.615188322355,288.7237856066612
359,2044-12-16,287.82929523657145,287.9185383206671,288.00674980773834
360,2045-01-16,287.73491050472285,287.53407127868047,287.7001341102199
361,2045-02-16,287.81726368115955,287.73972198963065,287.86661313350544
362,2045-03-16,288.40643252236003,288.2705327884638,288.6019345689278
363,2045-04-16,289.35196526786456,289.2703237804899,289.3853629494454
364,2045-05-16,290.2571581464309,290.279931288035,290.2721434188644
365,2045-06-16,291.10360911803286,291.0452224946983,291.1409889474982
366,2045-07-16,291.68538840347685,291.46207332845944,291.6207181518622
367,2045-08-16,291.3897593787226,291.4303792403537,291.3265867349465
368,2045-09-16,290.4596337349079,290.6750673598418,290.6779630382708
369,2045-10-16,289.59583747963245,289.56185404964833,289.71439253609884
370,2045-11-16,288.64225240493806,288.7468654701987,288.71777070576144
371,2045-12-16,287.9448425398109,287.87603294147357,287.9959191057224
372,2046-01-16,287.66940807078896,287.5232954427603,287.84221514254057
373,2046-02-16,287.8045760519229,288.0389709534845,288.1079471975382
374,2046-03-16,288.4852818460484,288.514086338971,288.648711828111
375,2046-04-16,289.44184622589574,289.36918799950405,289.5445861458817
376,2046-05-16,290.21140304410903,290.28198036613816,290.39756582530583
377,2046-06-16,291.1563146451958,291.13226504870414,291.1433456916404
378,2046-07-16,291.7158329373264,291.79138642215446,291.77868791611
379,2046-08-16,291.7000949049375,291.43738065587564,291.55674337007116
380,2046-09-16,290.79848111834195,290.5406509752572,290.7305352033764
381,2046-10-16,289.7581635383495,289.7246878764103,289.8290342076431
382,2046-11-16,288.86754455662674,288.8012763720221,288.941954284878
383,2046-12-16,288.2060728111409,287.9402158090376,288.07427193890356
384,2047-01-16,288.0699866595504,287.7635934004004,287.73014673774236
385,2047-02-16,288.0769883075054,287.85689070243853,288.08349422807663
386,2047-03-16,288.66004587664736,288.6561711165138,288.7874023640514
387,2047-04-16,289.7225521742453,289.4971649668834,289.4263166954854
388,2047-05-16,290.679246741352,290.48902227817064,290.48835025823314
389,2047-06-16,291.49789115113316,291.54203164594895,291.307535937829
390,2047-07-16,291.9637119626302,291.9490720978824,291.8004199198821
391,2047-08-16,291.6670318241328,291.64930491817154,291.60383451213437
392,2047-09-16,290.8489646289952,290.7956519304158,290.7416773300378
393,2047-10-16,289.87400864579297,289.79054224137,289.9190994714307
394,2047-11-16,288.6665268992695,288.92111769809316,288.772980170645
395,2047-12-16,288.16100995682046,288.02522367781586,287.87007589777164
396,2048-01-16,287.97398709668255,287.9346255724592,287.7686854792349
397,2048-02-16,287.918207956836,288.5423038547784,288.1313631937263
398,2048-03-16,288.74167006238895,288.7699748407703,288.6995942446602
399,2048-04-16,289.56339874620073,289.600801952182,289.40037461772584
400,2048-05-16,290.38203330487863,290.57581918923125,290.3539258377008
401,2048-06-16,291.3769909042135,291.46673074053524,291.3534483607347
402,2048-07-16,291.916742013576,291.91548873164635,291.98856565056803
403,2048-08-16,291.5966676078026,291.7510955798842,291.6671260742045
404,2048-09-16,290.9010317039901,290.91010133303473,290.95126725129853
405,2048-10-16,290.0149625386534,289.8103017682639,289.866206130837
406,2048-11-16,289.1809197840931,288.7822747899335,288.77579548939406
407,2048-12-16,288.2884943095842,288.2829203640889,288.0194296118595
408,2049-01-16,288.16852910406675,287.94444842868177,287.83093471689773
409,2049-02-16,288.18289213660523,287.99202828077046,287.93876763721494
410,2049-03-16,288.62672510975796,288.7806907337599,288.8122710291035
411,2049-04-16,289.6499427878496,289.4496788328302,289.6244323522377
412,2049-05-16,290.5934058576103,290.47415127708837,290.4392960064473
413,2049-06-16,291.41910426065743,291.30359889351945,291.3739342235491
414,2049-07-16,291.92860763826974,291.88165207361266,291.95693256274257
415,2049-08-16,291.7730715540461,291.71207805809325,291.82257387547025
416,2049-09-16,290.8045430632737,290.7863525819107,290.8451719670803
417,2049-10-16,289.7606339026428,289.9282171470138,290.03661770966363
418,2049-11-16,288.8722114311767,288.9522164900284,288.8164076572219
419,2049-12-16,288.11706647360074,288.1025263798299,288.12571265560246
420,2050-01-16,287.8796818436106,287.9913038378944,288.1082080918405
421,2050-02-16,288.15949943263905,288.2785796324881,288.21053438167127
422,2050-03-16,288.6544538571984,288.8198091914692,288.94428055393644
423,2050-04-16,289.46546004695745,289.6412608339114,289.6997661885683
