,time,r1i1p1f1,r2i1p1f1,r3i1p1f1,r4i1p1f1,r5i1p1f1
60,2020-01-16,286.48786394433404,286.39038209418146,286.43714800468894,286.5773941156399,286.2786384086806
61,2020-02-15,286.84937333093,286.5657447139323,286.7070248700522,286.67602262182237,286.4945026840256
62,2020-03-16,287.32728474435555,287.4213011009625,287.4894048951811,287.49784541155077,287.2278523181358
63,2020-04-16,288.35333186460093,288.2829401158161,288.32501805194596,288.469761823888,288.1966279456836
64,2020-05-16,289.2516046440992,289.2816873554743,289.2877254303827,289.3219262576655,289.1931804966144
65,2020-06-16,289.9942447730621,289.92308909921036,289.8481979101325,289.9753380443971,289.7985019007406
66,2020-07-16,290.1400215699398,290.3198659832704,290.1174267725125,290.25637500880083,290.0202947804865
67,2020-08-16,289.95448228538595,290.1416114187267,289.99587202894355,289.975413916549,289.7975254891282
68,2020-09-16,289.36564937389693,289.4509183321522,289.2053477604798,289.31527374004673,289.17115931672026
69,2020-10-16,288.3606059731135,288.54056637387885,288.2166024092217,288.27411586084327,288.42466544305313
70,2020-11-16,287.3986683118908,287.6092242519342,287.29437730058396,287.29554437501065,287.32332308455875
71,2020-12-16,286.78680786834275,286.7559793975884,286.4891295800589,286.74835207201863,286.5148439537852
72,2021-01-16,286.2772931615582,286.83770642547563,286.0911032458102,286.31485719112493,286.30643746479234
73,2021-02-15,286.58381436659647,286.9076953717635,286.72615536970176,286.6346690640357,286.7140003561515
74,2021-03-16,287.4295993735987,287.61354372762855,287.52205283947575,287.36599847396724,287.1500988492908
75,2021-04-16,288.27840794702485,288.59150973409027,288.48626495537434,288.23658881470453,288.3052902677794
76,2021-05-16,289.215240325812,289.5152900386182,289.3236028279057,289.10761713600056,289.0597417550381
77,2021-06-16,289.8888398612969,290.1920635926286,290.0809652660245,289.8079170941024,289.8155371389883
78,2021-07-16,290.2279865273743,290.43621121903954,290.4766725685363,290.19743589527667,290.04782190917194
79,2021-08-16,289.9469844842106,290.2850178240006,290.19851711921575,289.9403196848791,289.78093991329183
80,2021-09-16,289.3921721298581,289.4599145279579,289.642489517153,289.2246685521468,289.18274069668087
81,2021-10-16,288.559483649412,288.56071406464866,288.57699751534705,288.46744530102745,288.34055490159295
82,2021-11-16,287.4678706020229,287.5175272298383,287.7280504261667,287.39766986157065,287.3530267926944
83,2021-12-16,286.8420012129815,286.70246976875427,286.87742001265156,286.753746523032,286.6128487760689
84,2022-01-16,286.4821709581035,286.5997813949083,286.69974801907557,286.4713334350276,286.278144152845
85,2022-02-15,286.75754451556855,286.77841852903225,286.5602434589445,286.5032639743293,286.5742039630687
86,2022-03-16,287.4278865866343,287.3014615627936,287.18111290370894,287.32423816346085,287.20287180101207
87,2022-04-16,288.3596350638362,288.2948528167781,288.41319882287604,288.2833303385537,288.1966768605341
88,2022-05-16,289.1362548402284,289.3514852303445,289.21989322720583,289.14793943170514,289.1367494384467
89,2022-06-16,290.00793254820627,289.9165746496989,290.00226691699316,289.7770744593669,289.7525046288173
90,2022-07-16,290.2399629746332,290.17031069512376,290.1886252325215,290.1335603137917,290.0716191878709
91,2022-08-16,290.1149414862342,290.0969897141472,290.1130963583321,289.95879676513715,289.9084227057957
92,2022-09-16,289.49670269057094,289.3145365129432,289.3457133086643,289.278456392049,289.2705220501955
93,2022-10-16,288.4520295657186,288.60287215158627,288.45043846994076,288.44775162071574,288.36246219513805
94,2022-11-16,287.45263931141886,287.6860905139805,287.5450672769459,287.36415154598683,287.40948560672626
95,2022-12-16,286.75093525014944,286.7984394540148,286.77072314493086,286.6643224397092,286.6985127157982
96,2023-01-16,286.3839061004922,286.7300401546743,286.5481974038435,286.2880889337123,286.232365864933
97,2023-02-15,286.4637770604286,286.88330166130464,286.78605942229103,286.7618460576907,286.4674622534641
98,2023-03-16,287.2668951809348,287.5419224511987,287.3955150081185,287.16372927715736,287.3305124241778
99,2023-04-16,288.18949264613474,288.46754882317646,288.48807741616093,288.30773086818306,288.17620582137414
100,2023-05-16,289.1610258626035,289.46695633921894,289.43312968326217,289.33126839359943,289.0059318964466
101,2023-06-16,289.8253168597705,290.16433183031637,290.1964550585945,290.0916292206692,289.75761985855337
102,2023-07-16,290.1428093284374,290.3892664883936,290.3637723244944,290.4301131947219,290.1052864813421
103,2023-08-16,290.0648367441457,290.32727829225365,290.2030484934393,290.26934344034146,289.9822972137712
104,2023-09-16,289.43343570737494,289.65163548369446,289.5697778776993,289.4811225088933,289.41518519097656
105,2023-10-16,288.3551767498576,288.7841439399564,288.6477977270564,288.509472589369,288.3174505397878
106,2023-11-16,287.0615344867468,287.72348603952634,287.5757632046966,287.469434980478,287.26881851288954
107,2023-12-16,286.54629626048876,286.97049511222207,286.89884626830104,286.68217831182807,286.5016815899498
108,2024-01-16,286.23723533064305,286.5299814944448,286.642954459906,286.40035628067074,286.19514118224487
109,2024-02-15,286.6327189206832,286.76234715705436,286.79990503649856,286.6582808310326,286.88559932410635
110,2024-03-16,287.452244534661,287.43717424949733,287.6060679804954,287.556837640875,287.37472898640266
111,2024-04-16,288.23151591283255,288.44264050713826,288.62723763594556,288.21936168819684,288.2961562156505
112,2024-05-16,289.1981879545697,289.3046097254412,289.57671948545266,289.29894206308535,289.2265466785089
113,2024-06-16,289.9473561219779,290.03107797414896,290.303906260825,290.0121864124488,290.00945063242483
114,2024-07-16,290.21661733280126,290.3287007578922,290.5281259764839,290.1156837854337,290.21860245941576
115,2024-08-16,290.0575443222813,290.20197265287254,290.42158773868977,290.03040084709744,290.0415933392986
116,2024-09-16,289.31207415726806,289.5140937065139,289.6038538812623,289.4530328070946,289.3042720595318
117,2024-10-16,288.3669991499846,288.39771714439917,288.63139737253977,288.34706666097435,288.40597928486784
118,2024-11-16,287.26667066870715,287.4464483684037,287.5357876683504,287.23572607531395,287.35523460288556
119,2024-12-16,286.5068202019416,286.8978095699762,287.00522420413284,286.554720742196,286.68761127944157
120,2025-01-16,286.42147405062707,286.27492911668134,286.5927072316236,286.332282723272,286.58592687872584
121,2025-02-15,286.6065592742656,286.74960204405625,286.7741885137389,286.6117531044142,286.66518427036533
122,2025-03-16,287.41860051487157,287.3409651036132,287.40006171087447,287.42000069413905,287.4638107133224
123,2025-04-16,288.441190094314,288.1688359082101,288.4547599625566,288.36371106999155,288.51761608272915
124,2025-05-16,289.3863844032993,289.3207639621852,289.53797316395713,289.2481910867758,289.3738834515636
125,2025-06-16,289.99209751214187,290.018270359412,290.1578109706489,290.0592285192796,290.1369655730259
126,2025-07-16,290.4953469101528,290.4201684336838,290.4027656989753,290.3619286015051,290.2795755300289
127,2025-08-16,290.39925072492053,290.1911878046232,290.266944056094,290.21780357597214,290.2065848866635
128,2025-09-16,289.6188021142776,289.4026439418044,289.7547679689343,289.4271976228834,289.5446220183477
129,2025-10-16,288.83324446154285,288.65450143780475,288.8361065947016,288.75479685656006,288.4904341654487
130,2025-11-16,287.7557675895096,287.6079597918261,287.7825049108136,287.7495019252261,287.4024313471149
131,2025-12-16,286.9334486202365,286.8494110907886,286.8005859580496,287.1655292719617,286.6443442374197
132,2026-01-16,286.7232499688353,286.4224646265635,286.6553066076973,286.58290197316217,286.52139469645863
133,2026-02-15,286.9568395127467,286.8384348997595,286.88245485890855,286.9202005892589,286.72960950711683
134,2026-03-16,287.69362683438095,287.2792269329741,287.4542088839127,287.5169528902875,287.36588701253453
135,2026-04-16,288.5044407978805,288.3385317694488,288.61657287178787,288.6810621617398,288.46534915811077
136,2026-05-16,289.4384324218066,289.17848199004226,289.46538568213276,289.6682089636658,289.2731418844025
137,2026-06-16,290.20053572030764,289.81342296342785,290.1849399822147,290.39687535652075,289.9612151682546
138,2026-07-16,290.5041660022181,290.0575546534854,290.43638887891706,290.69657452711886,290.33482373130204
139,2026-08-16,290.39607225672165,289.9404886097601,290.4818774359297,290.43987892513024,290.16477684620634
140,2026-09-16,289.65541034124703,289.28382762725147,289.84440693209126,289.813326107768,289.44819411561434
141,2026-10-16,288.70998140062557,288.53563112581367,288.7651385107966,288.9160195356191,288.47303122969555
142,2026-11-16,287.7338435656019,287.6846954846025,287.6950025503588,287.8782809122202,287.5054912342883
143,2026-12-16,286.941472256165,286.6913343798028,286.77652247736773,287.1419220800967,286.6223292587695
144,2027-01-16,286.7295293903035,286.34128939283806,286.4321631498214,286.9579195359053,286.3410249315532
145,2027-02-15,286.82256244316807,286.63137155190213,286.73416122737814,287.0922487399213,286.803318800396
146,2027-03-16,287.61995522187675,287.4884862530391,287.4773590229865,287.61573037822444,287.3154797829527
147,2027-04-16,288.5487531994621,288.63109566229696,288.30942784897417,288.60368195228574,288.4138804411982
148,2027-05-16,289.3995933565028,289.5492658948551,289.27618945462564,289.3145513622678,289.349830427876
149,2027-06-16,290.05624159652416,290.2301754784948,290.0008178036205,289.9352235836543,290.0924669791391
150,2027-07-16,290.32938372725545,290.5533587912678,290.19562999054415,290.3578085745433,290.3274054874983
151,2027-08-16,290.244744735534,290.3878481856363,290.1108968101404,290.20468869278864,290.17207304998675
152,2027-09-16,289.6134920543035,289.79617735347887,289.4096427107486,289.4707794271021,289.5823208656304
153,2027-10-16,288.68907856115186,288.75234478354537,288.4224843793397,288.764128405616,288.6221328766881
154,2027-11-16,287.7652611749143,287.77773773450696,287.395181458172,287.66902208179374,287.5645116821998
155,2027-12-16,286.930011765653,287.052389120666,286.7788065286043,286.87465562402184,286.93268770598996
156,2028-01-16,286.5341617930282,286.89404311993445,286.48560839675866,286.39413221812435,286.5986052811429
157,2028-02-15,286.76147687882275,287.0625888045033,286.6773797771103,286.82241597807416,286.6685486285592
158,2028-03-16,287.58702499677986,287.7328486937781,287.57583027510884,287.48377983072237,287.511000899041
159,2028-04-16,288.43945576866565,288.71638263262207,288.5244368930125,288.6566182864674,288.4683508901383
160,2028-05-16,289.3237353857521,289.60718899987296,289.4310028163572,289.45125557838537,289.624599485977
161,2028-06-16,290.05462437744615,290.19887668489537,290.10266906570524,290.1043078168556,290.2836660711653
162,2028-07-16,290.43744042555807,290.4760807722426,290.3574864168066,290.2871036101883,290.5515147872835
163,2028-08-16,290.35527871964433,290.47335607721806,290.12918539170715,290.1196534888453,290.2759905668784
164,2028-09-16,289.78657193902706,289.8396261086288,289.5375236950911,289.43657528356965,289.67313711512526
165,2028-10-16,288.7621497062755,288.80861842586813,288.71679375904205,288.63825019643366,288.6070306414516
166,2028-11-16,287.88612262716185,287.84314534661837,287.6031658996335,287.7350908154381,287.7466518374793
167,2028-12-16,287.0396939214129,287.1294479686253,286.9177983171633,286.86547636554684,287.0224777388069
168,2029-01-16,286.7125806790472,286.59183182128686,286.6766158804853,286.5117932965848,286.75920427218404
169,2029-02-15,287.0424909865496,286.96392844357183,286.95895074076066,286.73229618211064,286.92615860603786
170,2029-03-16,287.6737950670116,287.6282744908708,287.6688075826573,287.4788740502055,287.511852731361
171,2029-04-16,288.69390940004826,288.4976224371219,288.5432659769709,288.3692553864292,288.2975253270172
172,2029-05-16,289.5876344150372,289.44018617982937,289.467995906565,289.56042439324665,289.3732652215512
173,2029-06-16,290.2249409500957,290.08116737832347,290.2648236462328,290.2266728132931,290.09336314255154
174,2029-07-16,290.25120692834656,290.24182750654086,290.4469275357443,290.48210234327365,290.27704583296554
175,2029-08-16,290.20505149352834,290.1668273043011,290.3923690567188,290.2820653167708,290.0957022268737
176,2029-09-16,289.53071610751925,289.5375542478521,289.570294493547,289.7811091372629,289.50675867040235
177,2029-10-16,288.4045615032376,288.48449776174414,288.89187034161654,288.81958989086695,288.53077259879586
178,2029-11-16,287.49129541995984,287.4412205336278,287.8471601807446,287.68846299225675,287.372440359865
179,2029-12-16,286.7123596018363,286.85833512702004,287.089401980696,286.83755659353625,286.87588561598415
180,2030-01-16,286.4745894287597,286.6127043832946,286.87094415012217,286.56720904373816,286.54254306475946
181,2030-02-15,286.7410245146963,286.93121363471624,286.9660395793515,286.89346853994283,286.61539747835957
182,2030-03-16,287.4038854976987,287.4316335809944,287.6755121066019,287.6879017265962,287.3511965355046
183,2030-04-16,288.3204478204585,288.4119618612891,288.4703873155457,288.5839805617099,288.4724062162946
184,2030-05-16,289.27764781876704,289.4693084282668,289.5631258349072,289.570559487048,289.2353522562493
185,2030-06-16,289.93184936857466,290.1267594715356,290.1530583161255,290.13584830103923,289.9915649317886
186,2030-07-16,290.234416272703,290.37518310100853,290.5045381666423,290.4803825021062,290.3395348035379
187,2030-08-16,290.22073430174356,290.25584797308596,290.3877192779214,290.3060320731267,290.1149934352869
188,2030-09-16,289.4934550968781,289.62465368891196,289.76699759809713,289.7309025694968,289.3535619173482
189,2030-10-16,288.60848184463987,288.70279883470783,288.69209949741986,288.84356589682164,288.49847271252236
190,2030-11-16,287.7687589947991,287.64036100174064,287.7566674665101,287.7290520506353,287.4099297321001
191,2030-12-16,287.2792943861868,286.8413822338631,286.9837092293248,287.21436429176555,286.7947664706802
192,2031-01-16,286.54181312145755,286.579827633733,286.6853574376367,286.77032601595675,286.4789225808179
193,2031-02-15,286.87373717505136,286.7423164468822,287.06633590951606,286.90571901380486,286.7221855873234
194,2031-03-16,287.81033036439965,287.61691778412126,287.7249553690028,287.7134500988977,287.39024770630306
195,2031-04-16,288.63268805165364,288.60199304755736,288.7114555475345,288.678640538711,288.4205714458599
196,2031-05-16,289.51264993478566,289.6057764291651,289.5944531176368,289.62349010176024,289.4756988263203
197,2031-06-16,290.27834232467393,290.37575777184713,290.1548454757788,290.21180163725694,290.11823020120113
198,2031-07-16,290.64629966110186,290.5932090187086,290.4404741309273,290.500680741752,290.4886199275107
199,2031-08-16,290.5552159687984,290.5414888966496,290.38337153215144,290.43570315731677,290.3185233304048
200,2031-09-16,289.9706908749893,289.79280652591183,289.67834812565957,289.7740944937254,289.5144705634874
201,2031-10-16,289.06027208323405,289.0378304707908,288.67584666608053,288.84110500108,288.65479661789846
202,2031-11-16,288.07909912624166,288.1377145591171,287.70000894774887,287.8157512375981,287.74987047883843
203,2031-12-16,287.2968572376217,287.0722303080549,286.84963362179093,286.9045264941212,286.98000859407927
204,2032-01-16,286.9605769993633,286.76687307828945,286.79458043764487,286.79085329391205,286.58159052562536
205,2032-02-15,287.0144937981624,286.86317342348974,286.8416456814816,286.9270311772394,286.7886451520327
206,2032-03-16,287.6399470978565,287.5213218810663,287.6183669732887,287.73792355850975,287.6251448499706
207,2032-04-16,288.61766858148934,288.6575702924134,288.5801341187241,288.5860634549338,288.61628391724435
208,2032-05-16,289.5235480192731,289.54093625181355,289.62001477208656,289.60803228377966,289.6437200602597
209,2032-06-16,290.2593155568406,290.1037528109204,290.2768019136147,290.1729963752121,290.3426612340348
210,2032-07-16,290.53399080381945,290.3080620541697,290.4543623912561,290.54572073279775,290.59979571901505
211,2032-08-16,290.6055158006634,290.227458819928,290.27192989814966,290.34595534482685,290.5773716085475
212,2032-09-16,289.9018984049115,289.60058347223327,289.6834493123874,289.638765799316,289.94872610676913
213,2032-10-16,288.81157375359896,288.6526919970596,288.55360747735773,288.7496128966407,288.95038455307287
214,2032-11-16,288.0773124408796,287.59281862819785,287.59947594978087,287.7155297352228,288.1105322377822
215,2032-12-16,287.23461773700166,286.9854021575068,286.80068347332013,286.9267155946314,287.35207189606734
216,2033-01-16,286.9152541561004,286.7383638620508,286.4150374493596,286.6898871007888,286.74221225441386
217,2033-02-15,287.2785331238741,286.9540421245688,286.76569280753114,287.2500740654218,287.0218300338295
218,2033-03-16,288.0071774239477,287.6303976493538,287.38051327163714,287.8623638222805,287.8530084677887
219,2033-04-16,288.94383129424176,288.5555777047706,288.3274370044501,288.76478570407323,288.8786585564298
220,2033-05-16,289.8870035339262,289.47149725986395,289.4755359711492,289.6833496756589,289.78315609007126
221,2033-06-16,290.5316579702939,290.23024842787396,290.20181647678703,290.4443281111257,290.3872337285663
222,2033-07-16,290.791366407268,290.6168170327394,290.40905354850196,290.5766389722604,290.6714821293595
223,2033-08-16,290.57763920396275,290.5977245031385,290.25213130139707,290.57051952520413,290.5105127081229
224,2033-09-16,290.0295043406661,290.0069590849769,289.7804445741549,289.78058759555546,289.8858387504359
225,2033-10-16,289.2427385078444,289.0267907930195,288.72721520694523,288.902256811792,288.925630569887
226,2033-11-16,288.22461882768624,287.93691354373794,287.8783915019038,287.82623269036003,288.0219553043149
227,2033-12-16,287.43695302596296,287.14459542536207,286.9865158913331,287.21355329394066,287.2957254687533
228,2034-01-16,286.9754570075526,286.99098432796615,286.76929116758305,286.79477693471,286.7509491859905
229,2034-02-15,287.34755744935995,287.3640643632823,286.9355437321404,287.1691844025733,287.152351308862
230,2034-03-16,287.9573494743558,287.88458616865523,287.6164408518922,287.7595283244692,287.78480245812614
231,2034-04-16,288.76691462326795,288.9540151600333,288.7518090791886,288.6156382082645,288.6862063091144
232,2034-05-16,289.844566486799,289.774566490982,289.52708545929875,289.58194913361,289.6321477500572
233,2034-06-16,290.434848062654,290.38928326943983,290.2941143377987,290.29798905133447,290.37574686624305
234,2034-07-16,290.5017172154052,290.687545894443,290.7376462015862,290.54281231139424,290.60846490314714
235,2034-08-16,290.41780398486185,290.50078877748194,290.6704314836935,290.3150691803253,290.54500669845737
236,2034-09-16,289.62058637609215,289.87370354771036,290.01525505865254,289.7014845089152,289.9214736256661
237,2034-10-16,288.76682670188313,288.88304047574366,288.9593375938413,288.7061788674786,288.9133301425238
238,2034-11-16,287.65023016276245,287.7652476052466,287.71526906796515,287.7818389427652,287.78206196584176
239,2034-12-16,287.00140243446936,287.2284134432537,287.00198607155914,286.9967642870134,287.27130924534174
240,2035-01-16,286.6687630222596,286.83543904038385,286.8422058880659,286.8607703871488,287.0006604355347
241,2035-02-15,286.9297728256301,287.0422983864927,287.2477778786937,287.07991716627214,287.0629369116151
242,2035-03-16,287.4886964055499,287.78264551595635,287.8820995074141,287.8084896160593,287.7745138984524
243,2035-04-16,288.5476645083919,288.62456150462026,288.8121076938057,288.84739662066414,288.6826384804865
244,2035-05-16,289.48929013398134,289.66364502431014,289.6492019685842,289.7138003639963,289.85594892131905
245,2035-06-16,290.1193579248574,290.4006039445384,290.3627658996163,290.3622385698627,290.63534790813907
246,2035-07-16,290.49939153743617,290.5653776138486,290.79470221441403,290.85743910921394,290.98675099418176
247,2035-08-16,290.3410274351571,290.4667145021813,290.62211746956456,290.6127312253682,290.9002818644582
248,2035-09-16,289.6754545885898,289.90899566320815,289.97771244739397,289.9811948898577,290.25339381654663
249,2035-10-16,288.73369149953066,289.02353132833576,288.88238034056184,288.87440242783754,289.4060874431235
250,2035-11-16,287.8509407361823,288.0470438620389,287.94097758572747,287.87405300224185,288.388552352657
251,2035-12-16,287.13434909435176,287.25095579195875,287.1922630221013,287.19246409472277,287.6934363555326
252,2036-01-16,286.85419868164536,287.04169479275777,286.96401466860044,286.95871902028193,287.35064409908125
253,2036-02-15,287.0072887549168,287.4130154072803,287.06500779391274,287.0349033697841,287.6288971523572
254,2036-03-16,287.5950730548477,287.85828638941416,287.8636256930157,287.90461989290384,288.36137967842143
255,2036-04-16,288.5355128974234,288.7099114264841,288.7877588487328,288.84111980533174,289.2937136786923
256,2036-05-16,289.66661623866173,289.5892042472906,289.6681616701538,289.79604071319756,290.1431367303799
257,2036-06-16,290.25763392850183,290.27919787732384,290.30222859089747,290.40906761695067,290.65323584844816
258,2036-07-16,290.6858892173063,290.4820491996929,290.6005564795474,290.69788258755887,290.90551480387825
259,2036-08-16,290.4855955146463,290.5285133353872,290.5207899240097,290.61595413932656,290.7497390912819
260,2036-09-16,289.9922382994532,289.8716336881681,289.74174044795114,289.9047227030656,289.91690242084
261,2036-10-16,288.9433770529795,288.9171505783438,288.8790753260379,288.82434509008255,288.93618206421024
262,2036-11-16,288.04259513958453,287.93049347120586,287.90621147549865,287.8853925004464,287.9582759863118
263,2036-12-16,287.1155197846214,287.02257549392544,287.2480625798646,287.1755719786188,287.0808571200826
264,2037-01-16,286.9130543387509,286.699866654566,286.9542507927151,286.70258073873237,286.82461163605456
265,2037-02-15,287.17488204763407,286.9812715521068,287.14707646171854,286.85633668871816,286.9507614980844
266,2037-03-16,287.98413427292684,287.62932468185585,287.8046600769507,287.67529419771927,287.76433044711706
267,2037-04-16,288.79663441275676,288.7291409350239,288.8230047623028,288.6882795663933,288.65616972370884
268,2037-05-16,289.72618672716186,289.5639779779764,289.8302063430875,289.7217850532944,289.53785489667627
269,2037-06-16,290.5224166439307,290.32467464460376,290.43651975484653,290.37747461510503,290.273821353331
270,2037-07-16,290.60525000355983,290.7058614710924,290.7435128558269,290.5944768789534,290.48411404594947
271,2037-08-16,290.38111174468884,290.5132497863366,290.69882863105846,290.57634772478093,290.4180927701279
272,2037-09-16,289.8761158190854,289.81824617266335,289.9815687489619,289.9618468557698,289.76610166999814
273,2037-10-16,288.9806844984293,288.9517626764392,289.17412726540954,288.8800720301808,288.69693851798775
274,2037-11-16,287.8924855769963,287.8858205440263,288.17286061836603,288.0437498241324,287.677881231111
275,2037-12-16,287.1792359066157,287.20342900189115,287.462418880973,287.196286502468,287.14939190435143
276,2038-01-16,286.74423637845825,286.9233024878499,286.9885212780322,286.72623005851165,286.82966745103516
277,2038-02-15,286.84899018093665,287.14477030749276,287.21163951940713,287.1578246717392,287.0506764846507
278,2038-03-16,287.86973619914323,287.8027972924306,288.0218896385802,287.8498383892702,287.67732672585265
279,2038-04-16,288.66784726596705,288.7377459654682,289.0271580644234,288.7548100124584,288.64251562464557
280,2038-05-16,289.5081937009994,289.68197820149857,289.71648891253676,289.73581397820686,289.6464329642664
281,2038-06-16,290.2699250304494,290.4711132659626,290.42579717131247,290.39984589737935,290.1775655041323
282,2038-07-16,290.6145229814759,290.68301005442834,290.6772189070792,290.8250484082782,290.61608051737613
283,2038-08-16,290.45340520664024,290.5374159543714,290.5109565303302,290.5307096936025,290.48633826497405
284,2038-09-16,289.82804301854327,289.9545620787685,290.0450621204869,289.9324113659495,289.89850982855205
