,x,mu,std
0,-1.7318135565839181,-0.7812632585155375,0.5654070967821642
1,-1.7313390221116387,-0.7854065984525441,0.5645146930410201
2,-1.7308644876393593,-0.7892917518909188,0.5636568790153371
3,-1.7303899531670797,-0.7929311846645629,0.5628508408133689
4,-1.7299154186948003,-0.7963393713109869,0.5621159229502019
5,-1.7294408842225208,-0.799531883182759,0.5614727497619398
6,-1.7289663497502414,-0.8025240103173135,0.5609418393458455
7,-1.7284918152779618,-0.8053291631882578,0.5605417851359091
8,-1.7280172808056824,-0.807964161584738,0.5602872378865437
9,-1.727542746333403,-0.8104562097513093,0.5601870764395225
10,-1.7270682118611236,-0.8128335772811613,0.5602427224762697
11,-1.726593677388844,-0.8151229137152475,0.5604473723724825
12,-1.7261191429165645,-0.8173446777549775,0.5607877347237175
13,-1.7256446084442851,-0.8195142917192746,0.5612457671839575
14,-1.7251700739720057,-0.8216439877897858,0.5618006797017819
15,-1.724695539499726,-0.8237430280427721,0.5624308978847402
16,-1.7242210050274467,-0.8258155229254419,0.5631156627638848
17,-1.7237464705551673,-0.8278656161432819,0.5638361668505615
18,-1.7232719360828876,-0.8298913298994378,0.5645761358904297
19,-1.7227974016106082,-0.8318799376339941,0.5653219912998839
20,-1.7223228671383288,-0.8338192522431598,0.5660628109257609
21,-1.7218483326660494,-0.8356993703748992,0.5667900843592116
22,-1.7213737981937698,-0.8375124103410581,0.5674973793091063
23,-1.7208992637214904,-0.8392522141672611,0.5681799906857626
24,-1.720424729249211,-0.8409160423742599,0.5688345896123894
25,-1.7199501947769316,-0.8425066873139307,0.5694588830116878
26,-1.719475660304652,-0.8440146957798573,0.5700513847887209
27,-1.7190011258323725,-0.8454241189377517,0.5706112453054885
28,-1.7185265913600931,-0.8467166595284533,0.5711380817116268
29,-1.7180520568878137,-0.8478658202278899,0.5716317940093947
30,-1.717577522415534,-0.8488447436752163,0.5720925022198287
31,-1.7171029879432547,-0.8496292387769614,0.5725204479209741
32,-1.7166284534709753,-0.8501957279655978,0.5729159916241715
33,-1.7161539189986956,-0.8505208326190101,0.5732795825416015
34,-1.7156793845264162,-0.8505813509038712,0.573611728111411
35,-1.7152048500541368,-0.8503546815591468,0.5739129683456221
36,-1.7147303155818574,-0.8498307482398753,0.5741837957547458
37,-1.7142557811095778,-0.8490134431287004,0.5744246327096272
38,-1.7137812466372984,-0.847907523795593,0.5746358897555117
